nombre_invocador,kills_player_kda,deaths_player_kda,assists_player_kda,rol_1,games_per_rol_1,winrate_per_rol_1,rol_2,games_per_rol_2,winrate_per_rol_2,rol_3,games_per_rol_3,winrate_per_rol_3
LAEsports Gaming,6.2,5.7,6.9,Top,254,61.4,Mid,92.0,53.3,Jungler,25.0,52.0
N0L0,6.8,5.3,8.2,Mid,130,46.9,AD Carry,75.0,54.7,Support,30.0,60.0
666jg,5.9,5.7,8.9,Jungler,470,54.5,Top,59.0,49.2,Mid,27.0,37.0
VOICES ARE ßACK,2.0,3.7,13.4,Support,239,56.1,Mid,8.0,37.5,Top,3.0,100.0
Aikawa Kizuna,4.0,5.4,10.2,Support,220,52.3,Mid,168.0,57.1,AD Carry,4.0,25.0
lvanna,7.9,5.6,7.1,Jungler,142,58.5,Top,31.0,58.1,Mid,13.0,61.5
NieUfamCiJezu12,4.5,5.1,6.4,Top,120,60.8,Jungler,4.0,25.0,Support,3.0,66.7
NATB Diep1,5.6,5.6,9.2,Mid,159,57.9,Support,95.0,53.7,Jungler,38.0,52.6
smile on face,7.3,4.3,9.6,Jungler,196,52.6,Support,48.0,58.3,Top,6.0,66.7
she a bit loco,6.4,5.3,8.9,Jungler,153,55.6,Top,12.0,50.0,Mid,8.0,50.0
Iove jayce,5.2,3.1,6.3,Top,82,67.1,Mid,6.0,50.0,Jungler,3.0,33.3
Risphaze,8.1,6.8,7.4,Jungler,243,60.9,Top,43.0,48.8,Mid,43.0,48.8
Jesklaa,6.7,5.0,6.6,AD Carry,174,55.7,Mid,12.0,41.7,Top,2.0,50.0
Eskiper,2.2,5.3,12.5,Support,153,56.2,Top,6.0,66.7,Jungler,4.0,25.0
GPGustavo,6.1,6.5,5.5,Top,192,52.6,Mid,17.0,58.8,Support,3.0,33.3
The Kibiiiin,7.3,4.0,4.5,Top,156,50.0,Mid,95.0,60.0,Jungler,6.0,50.0
Afm12,6.4,4.5,6.8,AD Carry,248,55.2,Mid,24.0,58.3,Support,4.0,50.0
ZRUXKNFNGI,8.1,5.8,4.7,Top,146,60.3,AD Carry,6.0,66.7,Jungler,2.0,50.0
unplayable,5.1,4.7,4.5,Top,508,54.1,Jungler,18.0,44.4,AD Carry,16.0,43.8
Shiro Seijo,10.0,5.2,8.8,AD Carry,119,68.9,Mid,13.0,53.8,Top,12.0,58.3
Tepeu,3.4,3.8,7.3,Top,126,54.8,Mid,4.0,100.0,Support,3.0,66.7
Las4nhaa,2.0,4.3,13.9,Support,334,52.1,AD Carry,33.0,45.5,Top,3.0,33.3
Jaîna,5.0,3.8,6.3,Top,133,60.9,Mid,8.0,62.5,AD Carry,1.0,100.0
im Ahj,6.3,4.6,5.6,Mid,303,53.1,AD Carry,20.0,55.0,Top,1.0,0.0
Alan234,4.5,4.8,5.2,Top,118,56.8,Mid,3.0,100.0,AD Carry,1.0,100.0
Wešker,6.2,4.1,8.4,AD Carry,119,60.5,Support,17.0,47.1,Mid,12.0,50.0
Soft Inter,7.6,5.0,6.3,AD Carry,98,58.2,Support,15.0,46.7,Mid,5.0,40.0
Villager1,3.0,4.7,13.1,Support,237,55.3,Mid,10.0,60.0,Top,9.0,44.4
Roulette,5.7,4.2,8.0,Jungler,482,51.9,Top,29.0,58.6,Mid,23.0,56.5
Bonya Slade,4.8,4.8,6.8,Mid,283,55.1,Support,24.0,45.8,Top,17.0,47.1
Khánh Báo Đàm,5.7,5.9,7.2,Mid,621,53.1,Support,98.0,46.9,AD Carry,18.0,44.4
Jiizuké,6.1,6.2,6.0,Mid,140,54.3,Top,65.0,60.0,AD Carry,4.0,50.0
balkanzacc29,5.3,6.4,5.3,Top,433,54.0,Support,47.0,46.8,Mid,2.0,50.0
BoIuIu,6.2,4.7,8.0,Mid,253,54.2,Jungler,13.0,53.8,Top,7.0,42.9
Elite500,5.1,3.8,4.6,Mid,240,50.8,Top,27.0,55.6,AD Carry,15.0,73.3
Young Min,7.0,6.2,9.0,Jungler,133,56.4,Mid,61.0,60.7,Support,38.0,55.3
1MightyTeke3,2.6,5.5,11.6,Support,174,54.0,AD Carry,17.0,47.1,Jungler,6.0,33.3
Mings,4.5,3.6,6.6,Mid,302,52.0,Top,77.0,54.5,AD Carry,37.0,43.2
keep going guys,6.1,4.3,7.2,Jungler,169,56.2,AD Carry,31.0,58.1,Support,15.0,60.0
Scârface,6.5,5.7,8.2,Mid,101,58.4,Jungler,48.0,62.5,Top,34.0,55.9
INT Nord,3.9,3.6,9.7,Jungler,171,54.4,Top,20.0,65.0,Mid,9.0,66.7
Fabiantjé,5.1,6.0,8.1,Mid,112,58.9,Support,26.0,46.2,Jungler,7.0,28.6
Neó,9.3,6.7,6.0,Mid,128,53.1,Top,102.0,54.9,Jungler,17.0,52.9
RespectNuguri,5.5,6.1,5.2,Top,326,51.5,Mid,7.0,71.4,AD Carry,5.0,40.0
PMTChordy,5.3,4.8,7.1,Mid,92,51.1,Jungler,30.0,56.7,AD Carry,20.0,70.0
Sweet darlinggg,7.9,5.9,7.0,AD Carry,203,59.1,Mid,42.0,61.9,Jungler,23.0,47.8
Hakari,5.5,5.4,4.8,Top,315,53.0,Mid,9.0,77.8,AD Carry,7.0,71.4
ZONGO LE DOZ0,6.3,6.4,7.2,Mid,402,55.0,Top,232.0,49.6,Support,51.0,41.2
Hanna 2K4,8.7,5.3,8.4,Top,56,64.3,Jungler,46.0,76.1,Mid,44.0,59.1
Theocacs,5.7,4.6,9.1,Jungler,257,53.7,Top,18.0,38.9,Mid,12.0,41.7
FiIipoppy,5.7,6.2,6.4,Top,153,53.6,AD Carry,16.0,25.0,Jungler,11.0,54.5
teach you play,4.2,4.4,5.5,Top,369,51.5,Mid,46.0,54.3,Support,35.0,51.4
3 ngàn 1 mớ cute,7.5,5.7,8.4,Mid,129,58.1,AD Carry,92.0,56.5,Support,48.0,47.9
YUA Tebox,7.5,6.0,7.5,AD Carry,459,52.9,Mid,14.0,42.9,Top,2.0,100.0
Skyrrel,6.4,3.5,11.0,Support,184,59.8,Top,5.0,60.0,Mid,4.0,75.0
hyne chan,5.7,5.2,9.5,Support,205,46.3,Jungler,146.0,64.4,Mid,82.0,53.7
xShádezz,6.1,5.1,7.6,Jungler,334,54.5,Support,33.0,48.5,Top,6.0,33.3
Cinqe,1.7,4.5,12.9,Support,608,53.1,Top,7.0,28.6,Mid,5.0,60.0
초보자입니둥,5.7,5.0,5.8,Mid,279,51.3,AD Carry,44.0,52.3,Jungler,13.0,38.5
Travis Bîckle,6.8,5.1,6.4,Mid,280,53.9,Jungler,110.0,57.3,Top,38.0,42.1
Vortum,6.3,5.1,5.7,Top,315,56.2,Mid,11.0,45.5,Support,7.0,28.6
Gen G Seeder,3.7,3.5,9.1,AD Carry,243,54.3,Support,86.0,50.0,Mid,4.0,50.0
LlSSANKING,4.5,4.4,7.1,Mid,304,54.6,Top,12.0,58.3,Support,6.0,66.7
Zeri Agatsuma,5.0,5.2,7.1,Top,158,61.4,AD Carry,96.0,47.9,Jungler,79.0,40.5
isa fan acc,6.1,4.2,7.0,Mid,140,59.3,AD Carry,44.0,59.1,Jungler,31.0,41.9
BEwTO v2,6.8,5.1,7.7,Top,274,57.3,Mid,62.0,61.3,Support,49.0,51.0
BIGFATPO,5.2,4.6,8.7,Jungler,248,56.0,Top,23.0,43.5,Mid,17.0,47.1
national anthem,6.0,4.4,8.5,Mid,120,55.0,AD Carry,43.0,55.8,Support,25.0,48.0
Infoneral,2.1,5.0,12.3,Support,251,53.0,Mid,2.0,0.0,Top,1.0,100.0
halun1,5.5,5.6,6.2,Top,201,55.7,Mid,53.0,66.0,AD Carry,43.0,41.9
Deadhound,6.1,5.5,7.4,AD Carry,250,54.8,Support,19.0,36.8,Mid,18.0,50.0
horderrr,4.5,4.7,5.5,Top,229,52.4,Mid,9.0,77.8,Support,7.0,42.9
ikun ikun,6.8,4.9,9.1,Jungler,237,55.3,AD Carry,22.0,68.2,Mid,18.0,38.9
Anime Girl Seven,6.0,6.1,4.9,Top,289,56.4,Jungler,17.0,35.3,Mid,10.0,40.0
MILO J,2.8,5.3,12.3,Support,213,54.0,AD Carry,8.0,50.0,Mid,7.0,71.4
Hero Lone,8.8,5.3,6.1,Jungler,557,54.0,Mid,18.0,50.0,Top,6.0,33.3
Roison,5.2,5.5,8.4,Mid,203,51.2,AD Carry,28.0,64.3,Top,7.0,71.4
abcdex,7.0,5.5,7.3,AD Carry,185,56.8,Mid,18.0,44.4,Top,6.0,33.3
Nitz,6.1,5.2,5.7,Mid,358,55.0,Top,83.0,45.8,AD Carry,53.0,43.4
Krøllen,7.8,6.1,5.1,Top,175,64.6,Mid,3.0,66.7,AD Carry,1.0,0.0
Angell Smile,6.0,3.5,9.1,Mid,108,61.1,Support,49.0,63.3,Jungler,13.0,84.6
your ruler,7.7,6.4,6.6,AD Carry,130,53.8,Jungler,27.0,66.7,Support,2.0,50.0
Weaklings,1.9,4.0,14.1,Support,127,61.4,0.0,0.0,0.0,0.0,0.0,0.0
Cylainius,4.2,4.2,6.1,Top,412,52.4,Mid,29.0,51.7,Jungler,11.0,63.6
Camumdongo,7.3,6.4,8.6,Jungler,373,56.0,Mid,28.0,42.9,AD Carry,7.0,42.9
White Snow,5.4,5.0,9.2,AD Carry,42,64.3,Support,39.0,71.8,Jungler,22.0,50.0
Bollito de Cacao,5.9,5.2,6.5,Mid,364,51.1,AD Carry,10.0,50.0,Top,1.0,100.0
Ur Uncle Sam,5.0,5.3,8.5,Mid,368,52.7,Support,85.0,54.1,Top,16.0,31.3
KC Leona,2.8,5.5,12.2,Support,301,54.5,AD Carry,25.0,44.0,Mid,5.0,40.0
Puddin,2.2,4.3,14.6,Support,103,56.3,AD Carry,3.0,33.3,Mid,2.0,100.0
KR DeviI,8.5,5.4,6.4,Top,285,57.2,Mid,15.0,66.7,Jungler,4.0,0.0
yobiBryant,3.0,5.2,12.7,Support,59,72.9,Top,8.0,37.5,AD Carry,7.0,42.9
뭐너가어쩔건데,2.7,5.0,12.5,Support,226,56.2,Mid,12.0,50.0,Top,10.0,30.0
Anahazanann,6.3,5.4,5.6,Mid,204,57.4,Top,15.0,66.7,AD Carry,15.0,46.7
câmbio desligo,2.3,5.5,13.4,Support,408,55.1,Top,9.0,55.6,Mid,7.0,14.3
Cast,7.1,5.2,8.0,Jungler,160,52.5,AD Carry,59.0,55.9,Top,4.0,50.0
xJotape,7.5,6.2,5.6,AD Carry,222,55.9,Top,80.0,41.3,Mid,8.0,50.0
Giguiron,2.3,4.7,14.0,Support,329,52.0,Mid,7.0,71.4,AD Carry,4.0,50.0
Another Love1,4.8,5.5,4.4,Top,374,53.5,Mid,19.0,42.1,AD Carry,7.0,28.6
April 16 2022,8.8,5.2,6.6,Jungler,133,61.7,Mid,14.0,50.0,Support,10.0,40.0
Son Davas,8.1,6.3,8.1,Jungler,176,54.0,Support,5.0,40.0,Mid,4.0,25.0
nankurunaisa,6.3,5.1,6.1,AD Carry,251,51.0,Jungler,34.0,41.2,Mid,20.0,35.0
DarkHarvest1,5.9,3.7,6.9,Mid,269,53.2,Jungler,111.0,51.4,Support,9.0,33.3
Ukazat,7.7,5.8,7.1,AD Carry,75,60.0,Top,5.0,100.0,Mid,2.0,50.0
LickMyHeaI,2.1,6.5,14.0,Support,302,53.6,Mid,7.0,42.9,Top,3.0,100.0
Teda98,6.0,4.7,4.9,Top,350,52.3,Jungler,5.0,60.0,Mid,5.0,80.0
Íta,5.2,6.2,9.6,Jungler,243,55.6,Support,146.0,50.7,Top,70.0,38.6
Tidebringer,6.8,6.3,7.4,AD Carry,253,54.2,Support,24.0,62.5,Mid,1.0,100.0
mimayusi,6.9,4.6,6.8,AD Carry,322,55.9,Top,24.0,54.2,Support,21.0,33.3
Victør,6.6,4.8,7.0,Mid,250,55.2,AD Carry,33.0,45.5,Top,5.0,60.0
林小zz,9.2,3.5,6.1,Mid,68,75.0,AD Carry,3.0,66.7,Top,1.0,0.0
Getsuryü,8.6,4.0,7.2,Mid,106,63.2,Top,33.0,42.4,Jungler,5.0,20.0
LaisMax v2,2.4,5.4,11.7,Support,272,55.9,AD Carry,13.0,30.8,Top,3.0,33.3
Witnesss Me,5.0,4.3,5.4,Top,199,51.3,AD Carry,14.0,64.3,Mid,6.0,83.3
Ha4ayAnnAh,7.5,6.8,7.1,Mid,123,56.1,AD Carry,26.0,50.0,Jungler,23.0,60.9
Alanzinhöö,5.4,5.6,7.4,AD Carry,84,60.7,Support,19.0,57.9,Mid,8.0,75.0
Kami,6.2,4.3,7.1,Mid,151,52.3,AD Carry,88.0,47.7,Top,28.0,60.7
TusRo,4.3,5.1,10.9,Top,89,59.6,Mid,57.0,56.1,Support,18.0,66.7
SlKKO54,7.6,6.4,8.3,Jungler,64,54.7,Top,22.0,63.6,Mid,18.0,72.2
mourir,6.8,4.4,3.2,Top,202,51.5,Mid,5.0,80.0,Jungler,1.0,0.0
raining in tokyo,6.9,4.7,9.0,Jungler,270,53.7,Mid,2.0,0.0,Support,1.0,100.0
Dahyun x Twice,5.3,4.6,6.7,Mid,92,53.3,Top,25.0,68.0,Jungler,11.0,63.6
HinTFakiRii,5.8,5.2,7.9,AD Carry,214,57.0,Mid,80.0,62.5,Top,35.0,65.7
Light of Destiny,7.0,3.1,7.5,Jungler,158,67.7,Top,5.0,60.0,AD Carry,4.0,75.0
will improve,5.9,4.5,6.9,Mid,222,55.4,AD Carry,16.0,50.0,Top,4.0,50.0
lIIllIlllIIllllI,6.5,4.4,5.8,Top,355,53.5,Jungler,135.0,47.4,Mid,17.0,58.8
Chang e,2.4,4.5,13.4,Support,179,52.5,Mid,9.0,77.8,AD Carry,1.0,0.0
ilzv,6.8,4.1,5.3,Top,427,58.1,Mid,15.0,33.3,Support,15.0,46.7
미니언14,4.6,3.9,4.4,Top,122,61.5,Mid,10.0,60.0,Support,2.0,0.0
Varry,5.9,5.2,9.0,AD Carry,277,52.3,Support,65.0,61.5,Jungler,17.0,52.9
Be Nikrooz,6.1,4.0,8.6,Jungler,127,59.1,Top,4.0,25.0,Mid,1.0,0.0
Neit Ackerman,6.3,4.3,5.5,Top,335,51.9,Mid,27.0,70.4,Support,6.0,33.3
Weiky,5.2,4.9,4.6,Top,157,57.3,Mid,64.0,46.9,Jungler,18.0,44.4
Noksu,4.9,4.8,6.0,Top,244,50.4,Mid,70.0,52.9,Support,8.0,62.5
Ketsvne,5.7,3.7,6.3,Mid,92,56.5,Top,32.0,56.3,Jungler,3.0,100.0
Súbditos,6.0,5.2,7.7,AD Carry,205,44.9,Jungler,199.0,57.8,Support,33.0,51.5
ilostcustody08,6.6,5.1,6.6,Mid,131,56.5,Jungler,35.0,57.1,AD Carry,13.0,69.2
NS Showfαker,4.4,4.9,7.8,Mid,243,56.0,Support,42.0,50.0,AD Carry,6.0,50.0
DHITHE GOODMAN,6.7,5.5,5.5,Top,109,62.4,Mid,4.0,25.0,Support,2.0,100.0
FXRANDAL,7.2,6.4,8.0,Jungler,596,53.4,Mid,74.0,45.9,Top,19.0,47.4
wo shi bailan,3.5,5.0,12.0,Support,86,62.8,AD Carry,9.0,55.6,Mid,2.0,100.0
bipi,6.2,5.1,6.0,AD Carry,238,52.5,Mid,25.0,60.0,Top,5.0,40.0
Mocinho em pé,6.8,5.4,6.1,Mid,129,57.4,Jungler,35.0,57.1,Support,15.0,66.7
Tοαst,5.0,3.7,5.5,Mid,235,51.5,AD Carry,45.0,55.6,Top,7.0,85.7
Brunox1001,8.8,6.0,8.1,Mid,83,55.4,Top,69.0,53.6,AD Carry,39.0,71.8
deepnestz,5.8,5.8,5.2,Top,636,51.7,Mid,16.0,50.0,AD Carry,6.0,50.0
AST CXIII,7.2,7.3,9.5,Jungler,225,54.7,Mid,23.0,43.5,Top,9.0,55.6
oiiii,7.1,4.5,4.9,Top,104,61.5,Mid,3.0,33.3,Jungler,1.0,100.0
Sabali,5.5,5.0,7.5,Mid,265,57.7,Top,42.0,50.0,Jungler,34.0,41.2
SAD GAME GG XD,4.6,4.1,7.0,Mid,417,50.8,AD Carry,37.0,62.2,Support,26.0,57.7
DaBox,7.1,4.9,10.1,Jungler,345,55.9,Mid,19.0,47.4,AD Carry,6.0,16.7
I forgiive u,4.6,4.1,12.9,Jungler,170,67.1,AD Carry,34.0,91.2,Mid,6.0,33.3
DMG Crakan,7.3,5.6,8.6,Jungler,418,53.8,Support,25.0,56.0,Top,7.0,42.9
zxcokgvjdasal,6.8,5.3,6.3,AD Carry,257,55.6,Support,72.0,50.0,Mid,3.0,66.7
Top is sus,7.8,6.7,7.2,AD Carry,207,54.1,Mid,9.0,55.6,Support,3.0,0.0
Mattos cara,7.3,6.2,7.7,Jungler,366,52.2,Top,98.0,56.1,Mid,37.0,45.9
SIayer Supreme,6.1,5.4,8.1,Jungler,162,56.8,Mid,16.0,56.3,Support,10.0,50.0
ƒïnn,6.2,4.9,10.3,Support,190,57.4,Mid,55.0,50.9,AD Carry,19.0,47.4
Echte Liebe,5.1,5.4,12.7,Support,132,59.8,AD Carry,18.0,66.7,Top,1.0,100.0
Protos,3.1,5.5,10.7,Support,187,55.1,Mid,13.0,38.5,AD Carry,4.0,50.0
LOUD tinowns2,5.8,3.3,6.4,Mid,155,51.0,AD Carry,17.0,64.7,Jungler,1.0,0.0
Berk Demir,7.4,3.8,8.2,Jungler,70,71.4,Mid,4.0,50.0,Top,3.0,100.0
Mirror images,8.1,5.4,6.9,Jungler,171,55.0,Top,11.0,54.5,Mid,8.0,62.5
Apollinhoo,5.6,5.4,7.1,Mid,316,56.3,Jungler,77.0,41.6,Top,32.0,50.0
420WeabooSlayer,7.5,6.1,4.9,Mid,219,52.1,Top,50.0,66.0,Jungler,4.0,25.0
zigzakaza,5.5,4.3,5.8,Mid,82,62.2,Top,23.0,60.9,Support,2.0,50.0
xiao xin nv ren,5.2,4.7,5.5,Top,301,56.8,Mid,10.0,30.0,AD Carry,7.0,57.1
lI Leba Il,9.2,5.5,6.1,Jungler,323,52.6,Mid,9.0,44.4,Top,1.0,100.0
Absôl,7.5,4.4,7.9,AD Carry,78,66.7,Mid,36.0,47.2,Top,10.0,50.0
NB MaxouTigrou,6.1,4.7,7.4,Jungler,264,55.7,Top,36.0,38.9,Mid,8.0,37.5
Apex Vongola fam,4.9,4.6,7.3,Mid,392,50.3,AD Carry,61.0,59.0,Top,20.0,65.0
missing days,7.3,5.0,8.7,AD Carry,151,65.6,Support,71.0,73.2,Mid,37.0,67.6
Jügo,6.8,6.4,9.1,Jungler,302,51.3,Mid,38.0,47.4,Support,16.0,43.8
asdfasdfasds,5.5,5.5,5.7,Mid,210,53.8,AD Carry,36.0,41.7,Top,30.0,60.0
MessaRizz,5.3,4.5,6.7,Mid,219,51.1,AD Carry,39.0,51.3,Top,6.0,83.3
II Dantz II,5.7,4.6,7.1,Mid,225,52.0,Support,62.0,67.7,Top,31.0,45.2
TDSP D1verse,5.5,5.6,6.3,Mid,182,54.9,Top,32.0,46.9,AD Carry,19.0,42.1
Han shu2,5.7,5.2,4.3,Top,197,58.9,Mid,24.0,75.0,Jungler,3.0,66.7
lelo rawr,5.0,6.3,11.4,Support,213,53.5,Jungler,60.0,58.3,Top,38.0,44.7
Reversed,5.2,4.8,6.0,Top,163,55.8,Mid,9.0,55.6,Support,9.0,77.8
Cato Uticensis,4.8,3.4,9.2,Jungler,194,54.6,Top,2.0,50.0,Mid,2.0,0.0
Nightmisty,6.4,5.3,9.3,Jungler,123,54.5,Support,96.0,50.0,Mid,20.0,60.0
Juppiterx,2.7,4.9,10.8,Support,133,56.4,Top,60.0,56.7,Mid,3.0,66.7
Luciferium,6.0,4.8,6.2,AD Carry,188,55.3,Mid,6.0,50.0,Top,2.0,0.0
Maybe worth its,5.7,5.7,5.9,Top,165,54.5,Mid,7.0,57.1,AD Carry,4.0,25.0
costy,6.3,4.5,7.2,AD Carry,115,59.1,Support,8.0,50.0,Mid,5.0,60.0
Fátima Bernadess,2.6,5.3,12.3,Support,499,50.3,Mid,114.0,56.1,Top,10.0,50.0
Brum basic,6.0,6.2,9.0,Mid,278,58.6,Support,38.0,55.3,AD Carry,16.0,56.3
ADCADC123,6.2,5.5,6.2,AD Carry,141,54.6,Top,10.0,80.0,Mid,10.0,40.0
Quicksie,5.3,5.0,6.8,Mid,360,55.0,AD Carry,25.0,44.0,Top,22.0,40.9
INTRUSIVE ADHD,6.5,5.6,7.9,Jungler,102,61.8,AD Carry,65.0,69.2,Support,25.0,48.0
MOONLIGHT S0NATA,7.0,4.0,8.3,Jungler,181,56.9,Mid,16.0,56.3,Top,1.0,100.0
TOURO REPRODÜTOR,2.7,5.5,13.0,Support,172,57.6,AD Carry,9.0,44.4,Mid,2.0,50.0
skypture ad,6.8,5.0,6.5,AD Carry,201,55.7,0.0,0.0,0.0,0.0,0.0,0.0
Arthur Lanches,5.4,4.4,6.1,Top,155,53.5,Support,14.0,64.3,Mid,2.0,50.0
campamidplease,5.7,6.0,6.2,Mid,295,52.9,Top,86.0,54.7,AD Carry,48.0,37.5
Phântasma,7.2,3.9,6.7,Mid,80,56.3,Top,53.0,62.3,Support,1.0,100.0
DJ TENEBRΟSΟ,6.6,5.5,6.6,AD Carry,306,53.6,Top,25.0,60.0,Support,21.0,38.1
Puppeh,6.7,5.3,6.9,AD Carry,324,54.0,Jungler,22.0,45.5,Mid,21.0,52.4
kuropi,8.5,4.4,6.4,Jungler,180,52.2,Mid,13.0,46.2,Top,11.0,72.7
Fαllεn 1,4.8,4.1,9.5,Jungler,248,54.8,Top,11.0,45.5,Mid,8.0,50.0
Iogic,7.2,5.5,6.6,AD Carry,306,53.9,Mid,16.0,43.8,Support,2.0,0.0
HortiSup,2.3,4.6,12.0,Support,120,58.3,Top,45.0,55.6,Mid,9.0,55.6
Yorickcidence,3.3,3.1,4.0,Top,311,53.4,Mid,8.0,50.0,Jungler,1.0,0.0
DizL1,7.5,5.2,6.6,AD Carry,263,52.5,Mid,7.0,57.1,Jungler,1.0,100.0
gogumakimchi,6.5,6.1,6.2,Mid,128,51.6,AD Carry,74.0,54.1,Jungler,37.0,64.9
Sssuperset,5.7,4.2,4.0,Top,276,52.9,Mid,2.0,50.0,AD Carry,2.0,50.0
CHAVERINHO,5.7,4.9,4.0,Top,251,55.0,Mid,5.0,40.0,Jungler,3.0,66.7
Stinge,6.0,5.3,6.0,AD Carry,288,53.1,Top,60.0,48.3,Support,18.0,55.6
shade of blue,6.9,4.7,7.5,AD Carry,148,55.4,Top,3.0,100.0,Mid,3.0,0.0
reverse,5.9,4.8,5.1,Top,243,54.3,Mid,18.0,66.7,AD Carry,2.0,100.0
RLB Brother Luis,2.0,5.7,13.3,Support,196,55.1,Top,7.0,42.9,Mid,4.0,75.0
JKG Werpp,2.9,4.9,13.8,Support,248,54.8,Mid,5.0,60.0,Jungler,3.0,33.3
jay mata gay,8.5,4.5,6.6,Jungler,237,55.3,Mid,10.0,20.0,Top,6.0,33.3
need patience,5.6,5.7,5.4,Top,325,55.1,Mid,12.0,25.0,Jungler,9.0,55.6
bancan shat,6.5,4.3,6.4,Mid,118,60.2,Jungler,29.0,55.2,Top,5.0,40.0
Tify,4.9,4.0,8.8,Mid,258,52.3,AD Carry,43.0,62.8,Support,14.0,57.1
kasadei,6.8,4.6,6.0,Mid,305,53.8,AD Carry,14.0,50.0,Top,5.0,20.0
f3ed l0rd,5.9,4.6,8.6,AD Carry,105,58.1,Support,28.0,57.1,Jungler,1.0,0.0
paiN Wizer,6.9,5.6,6.0,Top,165,53.9,Jungler,25.0,60.0,Support,5.0,20.0
Czypsy,2.3,4.0,12.2,Support,106,62.3,AD Carry,3.0,66.7,Mid,2.0,100.0
STRIKER 01,6.2,4.5,6.0,Mid,196,58.2,Top,26.0,46.2,Jungler,7.0,57.1
Billy Butcher,3.6,7.5,13.5,Support,267,55.4,AD Carry,21.0,42.9,Mid,7.0,42.9
FA R0se,6.7,5.6,6.3,Mid,117,58.1,Top,113.0,49.6,Jungler,48.0,64.6
Crimson Sunbird,6.7,4.5,7.3,AD Carry,121,60.3,Support,16.0,50.0,Mid,7.0,57.1
Fuuu,7.8,4.6,7.0,Mid,105,56.2,AD Carry,20.0,60.0,Top,9.0,55.6
APG Velthan,1.8,4.8,13.2,Support,422,51.9,AD Carry,8.0,25.0,Jungler,5.0,20.0
Nice Guy Ben,5.3,5.9,5.8,AD Carry,181,54.1,Top,92.0,51.1,Mid,26.0,46.2
AdoReolEve,6.8,5.7,4.6,Top,218,53.7,Mid,4.0,25.0,AD Carry,4.0,100.0
Aloned2,5.3,4.5,6.6,Mid,193,56.0,AD Carry,44.0,47.7,Support,28.0,50.0
PAGYS,4.5,5.1,11.9,Jungler,440,54.3,Support,26.0,57.7,Mid,24.0,33.3
잘해 파이팅,4.4,4.4,5.6,Top,327,53.5,Mid,31.0,48.4,Support,6.0,16.7
114477852,5.0,3.7,5.5,Top,107,57.9,AD Carry,3.0,66.7,Jungler,2.0,100.0
PeladoHunter69,5.8,5.4,5.3,Top,247,53.0,Mid,4.0,75.0,AD Carry,4.0,100.0
ofnir,2.3,5.6,13.1,Support,267,52.1,Mid,14.0,50.0,AD Carry,4.0,50.0
Riven Pidona,7.1,6.3,5.8,Top,256,55.1,AD Carry,32.0,40.6,Jungler,26.0,42.3
kauri,2.5,4.4,12.8,Support,147,53.1,AD Carry,33.0,66.7,Mid,7.0,42.9
Whymesodiao,7.8,5.6,7.5,AD Carry,86,65.1,Support,12.0,50.0,Top,4.0,0.0
mubarak KABOOM,8.2,3.9,6.1,AD Carry,46,78.3,Top,23.0,56.5,Mid,18.0,83.3
Avada Kedavr4,4.8,5.0,6.6,Mid,142,53.5,AD Carry,32.0,53.1,Top,7.0,28.6
asdflkjrqw,7.1,4.1,6.2,AD Carry,328,57.3,Jungler,14.0,50.0,Support,8.0,62.5
Skarner,6.0,5.4,8.6,Jungler,593,50.3,Mid,56.0,58.9,Top,23.0,43.5
T21 Kedeck,4.4,5.0,6.3,Top,129,62.8,Mid,5.0,60.0,AD Carry,1.0,0.0
Jinson,2.9,6.7,12.3,Support,186,53.8,AD Carry,17.0,47.1,Top,4.0,75.0
DeadVinland,4.5,6.0,11.9,Support,276,58.7,AD Carry,20.0,25.0,Jungler,4.0,75.0
ADC IS FRONTLINE,6.5,4.7,8.7,Jungler,157,56.1,Mid,9.0,77.8,Top,5.0,80.0
nonamer ad,7.8,4.8,6.1,AD Carry,82,70.7,Mid,2.0,50.0,Top,1.0,0.0
ROBOCA DE SACOLA,6.9,6.0,5.8,Top,158,52.5,AD Carry,24.0,66.7,Support,11.0,63.6
Harbo,6.9,4.6,6.1,Mid,211,55.9,Top,20.0,45.0,AD Carry,13.0,61.5
Adam Smαsher,9.1,6.5,5.0,AD Carry,136,56.6,Mid,9.0,44.4,Top,4.0,0.0
JuJuTw0,5.8,3.8,7.3,AD Carry,394,53.6,Support,57.0,47.4,Mid,1.0,0.0
Pepe Kha 1,9.8,5.8,7.0,Jungler,188,54.3,Mid,5.0,80.0,Top,4.0,75.0
FαkeTaxi,7.5,4.6,8.6,Jungler,168,56.0,Mid,14.0,42.9,Top,13.0,69.2
ayor taken,8.2,6.1,8.4,Jungler,98,57.1,AD Carry,15.0,46.7,Top,14.0,71.4
nun id change,7.2,5.2,7.1,Jungler,282,54.3,Mid,16.0,56.3,Top,14.0,35.7
Skýlinè,5.6,6.6,8.2,Support,222,47.3,Jungler,199.0,60.3,AD Carry,2.0,0.0
Dudu Duelïstä,7.1,6.9,4.4,Top,291,51.5,Mid,13.0,69.2,AD Carry,1.0,0.0
YørdleQuęęn,3.5,5.7,11.3,Support,295,50.2,AD Carry,148.0,54.7,Top,1.0,0.0
