nombre_invocador,champ_1,regional_rank_1,kills_champ_1,deaths_champ_1,assists_champ_1,winrate_champ_1,champ_2,regional_rank_2,kills_champ_2,deaths_champ_2,assists_champ_2,winrate_champ_2,champ_3,regional_rank_3,kills_champ_3,deaths_champ_3,assists_champ_3,winrate_champ_3,score
askın olayım,Ornn,298,3.4,3.6,7.2,62.3,Gnar,5,3.8,4.5,5.3,54.3,K'Sante,19,3.4,4.6,5.4,48.6,0.0016714119827614
Lesions,K'Sante,219,3.3,3.5,7.5,64.3,Lux,8,4.9,6.0,16.3,68.4,Riven,279,4.9,4.5,4.1,33.3,0.0016708795779969
Lesions,K'Sante,223,3.3,3.5,7.5,64.3,Lux,7,4.9,6.0,16.3,68.4,Riven,275,4.9,4.5,4.1,33.3,0.0016708795779969
Rwrkd Darkhike,Jax,19,6.7,5.0,3.3,53.5,Darius,11,6.4,5.8,4.2,66.7,Tryndamere,38,7.8,4.2,4.0,62.5,0.0016688029339688
awr,Gangplank,20,7.1,5.9,5.4,65.5,Fiora,43,8.6,5.3,4.4,56.5,Jayce,41,7.2,7.3,5.3,57.9,0.0016664718805508
Lesions,K'Sante,223,3.3,3.5,7.5,64.3,Lux,7,4.9,6.0,16.3,68.4,Riven,275,4.9,4.5,4.1,33.3,0.001665593153388
Lesions,K'Sante,219,3.3,3.5,7.5,64.3,Lux,8,4.9,6.0,16.3,68.4,Riven,279,4.9,4.5,4.1,33.3,0.001665593153388
XΥΖ,Darius,306,6.0,4.4,4.6,60.5,Sion,9,2.5,3.4,7.3,51.1,Lee Sin,54,11.3,4.5,5.0,50.0,0.0016654827363196
Rich3,Jayce,281,5.8,6.1,5.4,76.2,Gragas,629,4.5,4.1,6.8,80.0,Renekton,405,7.0,5.2,7.0,72.7,0.0016637707545719
AdoReolEve,Jayce,458,7.4,6.1,4.4,55.4,K'Sante,30,6.2,4.4,5.5,44.1,Jax,275,7.0,6.3,2.9,56.5,0.0016625922131558
Kuzy 1,Gnar,185,4.9,5.3,6.1,63.4,Fiora,12,5.3,4.7,4.4,53.8,Jax,317,4.8,5.2,3.0,52.2,0.0016611417413116
This game canwin,K'Sante,436,4.0,3.3,5.2,54.8,Jax,49,3.8,4.4,3.6,53.8,Renekton,309,3.8,3.4,3.6,60.0,0.0016596143429186
This game canwin,K'Sante,435,4.0,3.3,5.2,54.8,Jax,49,3.8,4.4,3.6,53.8,Renekton,311,3.8,3.4,3.6,60.0,0.0016596143429186
This game canwin,K'Sante,436,4.0,3.3,5.2,54.8,Jax,49,3.8,4.4,3.6,53.8,Renekton,309,3.8,3.4,3.6,60.0,0.0016581898778563
This game canwin,K'Sante,435,4.0,3.3,5.2,54.8,Jax,49,3.8,4.4,3.6,53.8,Renekton,311,3.8,3.4,3.6,60.0,0.0016581898778563
상록중,Ryze,207,3.6,3.8,4.5,63.3,Gnar,144,4.3,4.1,5.6,69.6,Rumble,128,5.6,4.3,8.3,70.6,0.0016572520033414
qazxcxz,Jax,31,8.4,5.3,4.3,60.0,Jayce,25,9.4,6.3,5.6,70.8,K'Sante,20,5.6,5.3,7.8,73.7,0.0016546663094575
Peentakilo,Olaf,134,9.2,5.8,4.0,62.1,Riven,492,5.6,4.3,2.6,31.3,Jax,11,7.8,6.4,4.2,53.8,0.0016519403453648
Kât l ï Äm,Jax,392,6.0,3.4,3.8,60.7,Garen,530,4.9,2.5,3.5,47.4,Olaf,33,6.2,3.5,4.9,64.7,0.0016516001671401
weilaihuanweilai,Jax,307,4.7,3.9,3.4,49.4,Jayce,131,5.5,4.7,5.2,61.7,K'Sante,57,4.2,3.4,5.6,47.4,0.0016497572250819
Yöönšeül,Gwen,40,5.4,5.7,3.8,46.8,Fiora,10,4.9,5.1,3.3,50.7,Zoe,15,7.3,4.7,7.8,58.3,0.0016474780504907
emot1on,Camille,387,6.6,6.1,5.4,51.5,Gwen,209,5.2,5.2,2.7,60.0,Irelia,115,6.2,5.0,4.0,54.5,0.0016444523396879
HKS Heavy,Camille,493,5.3,4.5,4.8,57.5,Aatrox,83,4.8,4.9,5.7,51.5,Gragas,102,4.0,4.4,5.8,45.0,0.001643702074512
Papas Doradas,Gnar,39,6.2,4.0,6.7,59.1,Yone,781,5.4,5.0,5.4,60.0,K'Sante,56,4.4,4.1,5.9,50.0,0.0016436244391373
Maybe worth its,Jax,265,6.4,6.3,4.5,61.9,K'Sante,536,5.5,5.7,6.0,47.6,Jayce,315,5.9,7.0,6.1,47.4,0.0016403906522137
willing555,Kled,445,6.0,5.0,6.8,54.1,K'Sante,17,2.8,5.6,5.2,46.2,Maokai,1056,2.9,3.8,7.9,55.6,0.0016354459761366
Diass,Trundle,23,5.1,3.9,5.6,62.5,Renekton,1,6.0,3.7,4.4,63.3,Tahm Kench,1,4.6,3.6,4.7,31.8,0.0016347908453324
LouiseBerna,Jax,297,8.2,4.9,6.0,75.0,Jayce,229,10.2,3.4,4.8,92.3,Olaf,95,7.6,3.3,5.9,75.0,0.0016346397723217
lonely eboy,Nasus,36,3.8,2.2,4.3,55.1,Jax,1,5.9,2.8,3.2,60.0,Twisted Fate,7,5.2,2.7,7.6,55.2,0.0016339250010648
White Snow,Viego,138,9.1,6.2,8.4,72.7,Thresh,136,2.4,3.4,17.7,100.0,Jhin,10,4.7,4.4,6.0,44.4,0.0016338908899556
White Snow,Rengar,327,5.9,4.4,4.8,54.9,Shen,31,3.1,3.9,9.7,66.7,Jax,81,5.5,5.6,4.3,48.3,0.0016338908899556
CU Ego,Jayce,648,6.9,4.7,5.5,66.2,Jax,3,6.2,5.0,4.0,65.5,Garen,309,5.4,3.0,3.8,50.0,0.0016316921753087
Gruiku,Olaf,978,6.6,7.4,5.1,55.6,Udyr,132,4.7,5.8,7.3,66.7,K'Sante,179,4.6,6.6,6.7,50.0,0.0016313480614825
Gruiku,Olaf,918,6.6,7.5,5.1,54.5,Udyr,154,4.7,5.8,7.3,66.7,K'Sante,180,4.7,6.7,6.6,47.4,0.0016313480614825
010,Jayce,494,5.4,5.7,5.5,48.6,Darius,250,5.6,4.6,4.4,53.8,Irelia,425,6.3,5.1,4.9,66.7,0.0016312271608527
Gewinnbarr,Aatrox,462,5.1,5.5,5.4,43.5,Gragas,1402,4.8,3.8,7.7,47.1,Jax,2180,4.9,6.5,4.8,69.2,0.0016309187948101
ZeusGalaVital,K'Sante,189,5.6,6.0,6.9,58.8,Jayce,15,5.7,6.5,5.6,44.8,Jax,79,7.0,6.0,5.2,64.3,0.0016294779210552
kookykrook,Olaf,177,4.9,5.0,4.7,60.0,Jax,10,3.9,4.5,4.0,58.6,K'Sante,19,2.8,3.6,5.1,51.2,0.0016280130417414
Kingicepop,Caitlyn,384,6.9,6.0,6.9,52.8,Ezreal,323,6.3,6.4,6.7,42.9,Lee Sin,638,6.0,5.6,6.5,57.6,0.001627599774047
Witnesss Me,Fiora,340,4.8,3.7,4.0,50.8,Jax,43,6.0,5.6,4.5,51.5,K'Sante,365,4.6,3.8,5.8,51.6,0.0016261804396893
MadDog OfShimano,Kled,461,5.6,5.2,7.2,43.3,Sion,260,4.8,4.2,9.1,62.5,Fiddlesticks,114,5.2,5.6,9.3,57.1,0.0016248090816718
PatkicaA,K'Sante,561,4.7,3.6,6.5,72.2,Sion,262,3.7,2.7,8.9,66.7,Renekton,530,4.8,4.7,4.4,75.0,0.0016241767914216
죽림초,Fiora,114,5.0,4.2,3.7,52.8,Jax,57,4.4,5.0,3.9,53.9,Jayce,85,4.4,5.3,4.4,48.0,0.0016228231851556
NNJ RagingNipps,Sion,28,6.0,7.6,4.4,62.2,Gragas,32,6.5,3.8,7.9,45.5,K'Sante,9,5.3,4.1,6.1,66.7,0.0016214388431814
Nahkffs,Sion,196,6.1,6.8,4.9,49.0,Gangplank,12,7.0,6.6,5.1,37.1,Jax,583,7.5,6.5,4.1,70.8,0.0016172913632615
KHADIKING,Darius,76,8.1,4.5,3.9,64.9,Kled,509,5.5,5.6,6.3,55.6,Mordekaiser,1,4.0,5.3,4.0,30.0,0.0016161837861004
oOYi一JiangOo,Riven,28,6.3,4.4,3.6,62.3,Camille,9,7.6,5.2,4.5,56.8,Fiora,14,6.5,5.1,4.1,52.8,0.0016159540529182
paiN Wizer,Jayce,249,8.1,6.8,7.0,69.6,Jax,175,8.1,5.0,4.1,77.3,Lee Sin,140,7.8,4.3,8.1,52.6,0.0016152891120529
Stargazer7,K'Sante,66,4.1,3.8,5.4,59.6,Aatrox,3,5.6,4.9,5.9,58.8,Jayce,36,5.3,6.5,4.6,48.3,0.0016146963873647
Sandflame,Olaf,222,5.7,3.9,4.9,61.0,Gragas,9,4.1,3.7,7.1,60.0,Gangplank,7,7.2,6.5,6.9,54.5,0.0016124336350418
HıtIer,Rengar,112,10.1,4.8,4.7,61.5,Taliyah,56,5.8,4.4,7.3,62.5,Draven,43,6.5,5.8,5.9,50.0,0.0016109844123722
u should know me,Fiora,476,3.8,4.1,4.1,50.9,Akali,84,6.1,4.6,5.1,48.6,Irelia,278,5.5,5.2,5.5,58.3,0.0016087326281435
Han shu2,Jayce,294,5.8,5.8,4.7,67.7,Fiora,2,5.3,4.5,2.9,60.4,Irelia,11,8.0,5.5,4.0,69.6,0.001608198057596
kafari,Gangplank,190,7.2,5.4,5.7,56.2,Fiora,38,4.1,4.6,3.5,54.5,Lulu,35,1.3,5.9,17.6,60.0,0.0016081628209709
Mito Supremo,Jayce,285,7.0,4.5,5.5,67.6,Camille,84,5.5,5.4,4.9,59.4,Zac,143,3.6,3.9,8.1,57.1,0.0016062226899138
xRoyal,Aatrox,225,5.0,4.6,4.9,49.6,Rengar,414,6.0,4.4,5.0,61.8,Jayce,22,5.2,5.3,4.2,49.4,0.0016037198006645
Kill,Talon,31,10.8,7.4,5.8,50.0,Gangplank,42,5.7,6.7,5.7,53.3,Akshan,410,7.3,7.1,5.0,41.7,0.0016026296391953
Εemo,Volibear,13,5.1,4.7,7.3,60.0,K'Sante,284,6.3,5.2,8.1,51.7,Warwick,4,6.6,6.3,7.6,67.9,0.001601899107796
Viv Mor Est,Jax,558,4.9,4.4,4.9,59.4,Camille,195,4.2,4.0,5.5,72.7,Gangplank,151,4.5,5.6,6.7,65.0,0.0016008305828354
Bieshuomeibanfa,Jayce,141,5.9,5.9,5.2,60.2,Darius,35,5.5,4.0,4.2,62.5,Tryndamere,17,6.7,5.8,3.8,54.3,0.0015998982445961
FUR Gru,Jax,167,5.7,5.4,3.8,57.1,Jayce,357,8.2,6.7,6.2,54.5,Camille,386,7.5,5.9,4.7,52.4,0.0015992389220498
MySwordCrimson,Olaf,264,5.2,3.7,3.9,57.7,Riven,13,5.8,4.4,4.7,54.5,Fiora,19,3.8,4.3,4.2,44.4,0.0015984245222831
YAHAYA ABDULLAHI,Kled,182,6.2,3.9,6.1,63.0,Vladimir,37,5.1,3.1,4.9,50.0,Janna,5,1.0,3.8,12.9,44.4,0.001593918377089
亮德同學,Jax,51,5.3,4.3,3.4,67.7,Jayce,30,5.5,5.8,5.6,57.7,Fiora,91,6.7,4.4,3.2,50.0,0.0015922650928296
jjking10,Fiora,300,4.9,4.3,3.7,57.8,Camille,21,5.2,4.4,4.4,49.1,Jayce,55,5.2,6.4,5.0,53.3,0.0015914191886643
bagus,Yone,15,8.4,4.8,6.6,71.4,Akali,17,9.1,3.6,4.2,71.4,Yasuo,11,7.4,6.7,5.6,57.1,0.0015911463233371
kh1234,Gwen,163,7.1,4.8,4.8,55.6,Yone,1103,5.1,5.5,4.5,42.1,Fiora,8,4.1,4.5,2.6,66.7,0.0015904445085535
Erisipela,K'Sante,390,5.7,2.9,6.4,65.2,Illaoi,2,6.3,4.3,4.0,61.5,Gnar,122,3.2,4.2,4.1,33.3,0.0015893411465387
어리고싶다,Jayce,247,5.7,6.2,4.6,51.4,Jax,128,4.7,5.8,3.8,49.1,Fiora,134,6.0,5.1,3.3,57.1,0.0015891591615881
Sasuke Uchiwa,Renekton,578,5.5,5.5,5.5,43.5,Udyr,415,5.3,4.6,10.1,75.0,Maokai,340,4.4,4.9,12.8,85.7,0.0015884202061881
gymslacker,Gangplank,471,5.6,4.5,6.4,76.9,Gragas,413,5.5,4.7,8.5,69.2,Olaf,308,6.5,6.2,5.5,69.2,0.0015867908019331
Necromartin,Jayce,66,0.0,0.0,0.0,54.9,Gnar,11,5.0,4.8,6.2,52.4,Karma,7,4.2,3.8,6.4,48.6,0.0015849672791043
1vsAll,Xin Zhao,280,4.8,4.6,3.5,56.8,Jax,4,4.6,4.2,3.8,64.9,Alistar,13,1.9,3.2,6.4,42.4,0.0015848528216658
Qwacker,Renekton,454,7.1,5.9,5.1,52.9,Darius,88,7.1,4.4,3.9,51.6,K'Sante,503,7.0,4.1,6.6,70.4,0.0015806865484802
PHẤN ĐÀO,Jayce,10,6.2,5.6,5.0,52.6,Fiora,56,5.8,5.6,4.1,52.9,Jax,29,6.7,4.8,4.2,62.8,0.0015778233142749
KAURUYPQTY,Jayce,366,6.3,4.9,4.6,59.5,Gangplank,201,7.0,3.5,6.0,80.8,Olaf,153,6.2,4.4,5.2,61.5,0.0015760272500685
Mr White,Yorick,48,4.3,5.1,3.5,57.6,Cho'Gath,2,5.4,5.1,5.4,66.7,Gangplank,6,6.3,6.3,7.3,50.0,0.0015723467508397
Gear 5 God Nika,Gangplank,72,7.2,5.2,7.4,68.2,Aurelion Sol,696,6.0,5.9,7.0,46.3,K'Sante,18,6.3,4.2,9.6,72.0,0.0015719746518618
horderrr,Jax,429,5.7,4.8,4.9,56.7,K'Sante,31,3.5,3.9,6.0,54.5,Jayce,47,5.3,5.6,4.5,50.0,0.0015702687993935
FX Tay,Jayce,219,6.2,5.7,5.9,51.6,Jax,232,5.6,3.8,4.3,55.0,Renekton,852,7.2,3.2,5.4,72.2,0.0015700010628706
현기증나는사람,Yasuo,156,5.6,4.6,5.1,64.2,K'Sante,4,4.1,3.6,5.4,51.9,Jax,60,5.4,5.0,3.5,58.1,0.001567648895794
BL King Mantis,Olaf,636,8.6,6.8,3.5,61.1,K'Sante,38,5.7,5.1,5.8,46.5,Gnar,185,5.2,5.3,4.3,54.2,0.0015663171485653
Mei You Qing Xu,Sett,274,5.3,4.3,5.3,60.3,K'Sante,1011,3.0,4.9,4.7,46.9,Darius,9,5.4,3.7,3.4,70.6,0.0015658112557155
yddkbwp,Pantheon,249,7.9,4.7,5.4,75.0,Warwick,54,6.6,5.7,4.3,47.4,Dr. Mundo,554,4.1,4.3,4.0,73.3,0.0015655078314354
yddkbwp,Pantheon,254,7.9,4.7,5.4,75.0,Warwick,55,6.6,5.7,4.3,47.4,Dr. Mundo,562,4.1,4.3,4.0,73.3,0.0015655078314354
P42 Shadowsong,Akshan,89,7.5,3.6,5.2,70.2,Fiora,30,5.4,3.7,4.5,64.3,Kayle,2,6.5,4.2,5.5,76.9,0.0015632647659061
meololi,Jax,82,7.1,5.4,4.2,68.3,Irelia,1079,8.9,7.2,5.4,55.6,Gangplank,2,8.8,6.8,6.6,75.0,0.0015631905226932
41205,Warwick,499,7.7,4.8,4.3,55.0,Rumble,480,7.5,2.9,6.1,60.0,Camille,235,5.3,4.8,5.6,80.0,0.0015628314606853
undertheironsea,Jax,463,5.2,4.3,4.0,57.6,K'Sante,20,3.3,3.7,6.1,57.5,Gangplank,44,5.5,4.6,6.5,48.4,0.0015627256968852
My Angel Yuchan,Irelia,148,5.9,5.8,4.0,55.6,Jayce,232,6.0,5.0,5.5,50.0,Gangplank,248,6.4,5.7,5.5,61.1,0.0015620324204431
yddkbwp,Pantheon,254,7.9,4.7,5.4,75.0,Warwick,55,6.6,5.7,4.3,47.4,Dr. Mundo,562,4.1,4.3,4.0,73.3,0.0015618478970365
yddkbwp,Pantheon,249,7.9,4.7,5.4,75.0,Warwick,54,6.6,5.7,4.3,47.4,Dr. Mundo,554,4.1,4.3,4.0,73.3,0.0015618478970365
갈과 배 음료,Renekton,240,4.5,3.5,4.6,53.0,Rammus,36,3.7,2.9,9.4,66.0,Sett,5,4.0,4.2,5.8,53.3,0.001561777348925
Randy VI,Yone,192,6.8,4.4,6.0,62.5,Jax,169,6.4,4.5,3.9,62.5,K'Sante,78,2.9,4.0,5.7,22.2,0.0015608088150081
Allo1,Jayce,329,5.0,6.1,4.8,48.8,Jax,195,6.7,4.3,4.4,69.4,Kayle,122,4.8,5.2,4.8,39.3,0.0015600854324781
Hakari,Fiora,355,5.4,5.1,4.3,55.1,Camille,23,5.0,5.5,5.7,55.9,Irelia,165,6.5,6.6,6.1,50.0,0.0015535623451872
워키라카토키,K'Sante,338,3.3,3.6,5.7,50.6,Jayce,98,5.5,5.2,6.4,49.2,Jax,160,4.4,4.1,4.5,58.8,0.0015524718423603
Hobbi,Jax,53,6.9,3.1,3.9,58.5,Tryndamere,48,7.1,1.8,3.2,64.9,Darius,7,7.4,2.5,2.7,65.2,0.0015494437138912
lasovademesmeris,Pantheon,26,9.1,4.9,5.4,70.7,Veigar,1,7.1,4.1,5.5,46.2,Kennen,166,6.8,7.3,6.3,27.3,0.0015492257190365
ANTETOKOUNMPO 34,Jayce,355,5.7,6.0,5.6,47.6,Jax,63,6.2,4.6,4.0,60.6,Camille,196,6.7,5.3,5.9,65.2,0.0015491961702669
꼬집어,Rumble,192,5.7,5.0,6.5,51.6,Gangplank,67,5.3,5.9,5.5,51.9,Aatrox,77,4.8,5.1,5.7,53.8,0.001548252562336
timed,Gangplank,67,5.2,4.5,7.2,63.0,Camille,786,6.5,5.3,6.8,57.7,Akshan,9,3.0,6.3,4.8,16.7,0.001546174888353
RISE Vidal,Fiora,409,5.1,5.0,4.2,66.7,Jax,1154,4.9,7.1,3.7,56.5,Ornn,194,3.3,4.0,8.1,57.1,0.0015458517096702
千裡獨行,Darius,37,6.8,4.5,4.3,59.0,K'Sante,798,4.3,4.8,6.7,51.7,Sett,7,5.1,5.6,4.6,49.4,0.0015456908969338
xAnubisDarkx,Mordekaiser,91,6.0,4.3,4.6,57.6,Malphite,651,3.6,4.5,7.0,46.7,Udyr,4,4.2,3.8,4.7,55.6,0.0015450687772312
Antcliff,Riven,735,6.4,4.1,3.8,57.4,Fiora,9,4.2,5.3,3.6,41.7,Irelia,130,5.7,5.9,3.7,55.2,0.0015433727549645
Kitanø,Olaf,673,4.8,3.8,4.6,57.1,Kled,62,5.0,4.3,6.1,58.0,K'Sante,22,2.7,3.2,5.0,45.0,0.0015431889021007
Quinncidence,Gangplank,360,5.9,4.4,7.3,60.9,Jayce,1134,4.7,4.8,6.9,68.4,Malphite,568,3.8,3.6,5.9,64.3,0.0015431037528167
your daddy girl,Sett,215,6.0,7.0,11.0,56.3,Mordekaiser,1287,6.2,4.9,6.0,63.9,Jax,16,5.5,4.7,4.6,33.3,0.0015423240313975
jax w da blicky,Jax,603,5.1,4.2,3.7,61.4,Nocturne,12,6.5,3.7,9.6,72.7,Garen,37,4.3,3.8,4.2,66.7,0.0015417802136584
jax w da blicky,Jax,563,5.2,4.2,3.8,61.8,Nocturne,11,6.5,3.7,9.6,72.7,Garen,34,4.3,3.8,4.2,66.7,0.0015417802136584
jax w da blicky,Jax,563,5.2,4.2,3.8,61.8,Nocturne,11,6.5,3.7,9.6,72.7,Garen,34,4.3,3.8,4.2,66.7,0.0015410388252775
jax w da blicky,Jax,603,5.1,4.2,3.7,61.4,Nocturne,12,6.5,3.7,9.6,72.7,Garen,37,4.3,3.8,4.2,66.7,0.0015410388252775
happy sally,Yasuo,27,4.0,4.0,2.0,58.2,Yone,4,8.0,6.0,3.0,60.0,Akali,3,5.0,3.0,6.0,50.0,0.0015393041164358
Zac ou Dodge,Zac,320,4.7,3.9,7.4,54.2,Veigar,24,4.0,5.1,4.5,40.0,Alistar,1121,4.2,7.3,7.5,66.7,0.0015384433313178
뭐라고번역하지,Fiora,378,4.7,4.5,3.2,53.0,Jax,54,4.4,4.9,3.3,57.4,Graves,61,7.3,4.1,7.4,66.7,0.0015382229169842
Mothérs Milk,Udyr,133,5.6,3.6,8.1,57.3,Zac,17,4.1,3.1,7.0,62.7,Jax,23,6.3,4.7,3.3,45.5,0.001537693143554
Yumeko,Jax,37,7.8,3.9,4.9,63.5,Sejuani,2,4.1,3.6,9.5,36.8,Renekton,174,5.8,3.6,5.4,62.5,0.0015374015402926
l Uta l,Irelia,279,6.1,6.7,4.0,54.2,Pantheon,1272,6.9,5.4,5.0,45.3,Rengar,51,6.2,5.5,4.6,56.6,0.0015371096238222
TOP GRAND CANYÔN,Fiora,267,5.7,5.2,3.8,46.3,Volibear,175,4.7,4.1,4.4,64.5,Jax,30,6.8,4.9,4.4,60.9,0.0015363690030049
gajah strawberi,Zac,169,4.0,4.2,8.3,65.1,Rumble,4,6.3,6.8,7.1,42.9,Illaoi,169,3.9,7.6,3.6,58.3,0.0015360860620038
Suzuran,Darius,164,7.3,3.6,4.0,66.7,Sett,19,5.5,4.0,5.9,58.1,Jax,64,6.3,4.5,4.8,52.2,0.0015342869653033
DieThal,Rumble,157,5.1,3.4,7.0,53.5,Camille,52,4.2,2.9,5.4,63.8,Kennen,3,4.4,3.6,5.4,77.8,0.0015333665033496
Lumerion,Jax,698,5.6,4.6,3.8,59.5,Sion,52,3.2,5.1,4.9,51.9,Olaf,35,5.8,5.1,4.1,69.6,0.0015309927255065
지저스 버돌,Jayce,218,4.7,5.9,4.4,58.8,Jax,782,5.2,4.5,3.1,48.4,Azir,1109,4.8,4.9,5.4,78.3,0.0015306728749295
RespectNuguri,K'Sante,314,5.4,5.0,6.6,60.8,Jayce,6,7.7,6.0,6.1,76.7,Jax,2,5.3,6.2,3.6,37.8,0.0015303433270961
Cego,K'Sante,410,5.2,3.1,6.5,59.8,Gnar,4,4.1,3.6,4.0,47.2,Aatrox,85,6.0,3.9,4.8,45.8,0.0015284137948087
Begìn Agaìn,Camille,40,7.1,4.9,5.4,64.7,Ezreal,39,9.5,5.4,8.5,76.9,Twitch,44,10.6,8.8,9.5,63.6,0.0015267920349343
Swaggy,K'Sante,691,4.2,3.0,6.3,58.8,Wukong,11,5.0,3.6,4.9,54.3,Sion,166,2.3,4.6,8.9,60.0,0.0015260005001547
MykeOxLong,Sion,36,4.2,4.6,7.8,62.2,Sett,2,4.5,5.1,5.5,54.5,Mordekaiser,6,4.7,5.3,4.2,45.8,0.0015244884885636
화려한 솔로킬,Riven,288,4.3,3.7,4.7,64.9,Jayce,1,4.0,4.9,5.2,49.3,Renekton,309,4.2,4.8,5.5,58.0,0.001523196289686
duII,Vladimir,39,8.0,4.6,5.6,61.2,Aatrox,42,5.8,5.6,5.9,50.0,Jayce,3,8.2,7.7,5.3,33.3,0.0015224157737146
Fiorajj focado,Fiora,377,5.8,6.1,3.9,54.6,Jax,30,6.3,6.0,3.8,42.4,Gwen,106,3.9,6.8,3.5,50.0,0.001522267879425
10데스 박을게,Lee Sin,252,7.1,4.0,6.0,60.3,Gangplank,45,5.2,3.8,5.3,51.9,Rengar,69,4.4,3.6,4.1,57.4,0.0015205514537591
Banderas,Jax,393,5.9,5.2,3.8,60.0,Gwen,533,4.4,3.6,3.8,65.5,Fiora,59,6.4,5.6,4.8,58.6,0.0015197451054545
0R NOIR PART II,K'Sante,817,4.3,4.7,5.8,59.1,Lee Sin,88,7.1,5.4,5.8,57.1,Gragas,143,4.2,4.3,5.3,65.4,0.0015195615546532
qxcfgooh,Renekton,284,6.1,4.6,5.2,59.6,Jax,7,5.3,4.3,3.4,62.8,Gangplank,46,4.9,4.9,5.4,43.2,0.0015163076617044
zihsihderen,Jayce,379,5.7,4.5,7.0,68.6,Jax,201,4.1,4.4,4.8,57.9,Sion,3157,2.9,3.3,7.4,57.1,0.001516194334987
Soumaaa,Aatrox,116,5.9,4.4,5.3,55.8,Irelia,11,7.8,6.5,5.8,61.3,Renekton,276,6.2,5.1,5.1,53.6,0.0015151130720369
Ninø Nakano,Sion,60,4.5,6.7,6.7,53.2,Ahri,290,5.9,3.2,8.6,71.4,Aurelion Sol,9,7.3,5.5,8.7,63.6,0.0015148963554761
SUPERJUUZOU,Jax,242,5.8,5.4,4.3,63.5,Gnar,15,4.3,4.5,4.2,51.1,K'Sante,68,4.2,4.0,7.0,51.7,0.0015136276325595
eclipse1,Jayce,290,7.1,5.9,5.3,56.8,K'Sante,126,6.2,3.2,6.6,85.0,Akshan,20,6.6,5.5,4.7,54.5,0.0015131661156384
1134 2 09,Jax,623,5.7,4.1,3.2,53.0,Renekton,101,6.1,4.2,4.9,54.3,Ornn,35,2.8,2.8,5.9,60.0,0.0015131165795262
halun1,Jayce,185,5.1,6.2,4.5,53.8,Irelia,1790,6.7,6.9,3.5,42.3,Aurelion Sol,628,6.2,3.0,8.3,73.9,0.0015123260086297
Johnny Sins IRL,Skarner,61,4.1,3.6,8.3,66.3,Kled,923,9.8,3.0,6.5,71.4,Galio,3,5.6,7.0,10.9,12.5,0.0015104654123401
need patience,Jax,555,5.6,5.1,3.4,67.3,Gangplank,6,6.1,6.3,6.2,52.4,Irelia,273,6.7,6.5,3.6,61.0,0.0015054213359196
Black Sky324,Jax,963,5.7,4.5,3.7,61.3,Nasus,28,4.8,3.9,4.6,48.8,Olaf,24,4.6,6.1,4.7,51.4,0.001504106676177
Black Sky324,Jax,932,5.7,4.5,3.7,61.3,Nasus,31,4.8,3.9,4.6,48.8,Olaf,22,4.6,6.1,4.7,51.4,0.001504106676177
Black Sky324,Jax,963,5.7,4.5,3.7,61.3,Nasus,28,4.8,3.9,4.6,48.8,Olaf,24,4.6,6.1,4.7,51.4,0.001503470113441
Black Sky324,Jax,932,5.7,4.5,3.7,61.3,Nasus,31,4.8,3.9,4.6,48.8,Olaf,22,4.6,6.1,4.7,51.4,0.001503470113441
Omri,Gangplank,364,7.2,4.8,6.5,61.5,K'Sante,329,6.0,3.0,7.5,66.7,Jayce,99,6.8,4.3,6.7,61.9,0.0015027232955067
Va por ti Vera,Udyr,109,4.1,5.1,7.3,63.6,Hecarim,7,7.5,5.8,8.3,56.5,Jayce,12,7.3,7.4,6.4,52.8,0.0015025212163066
おけつ,Ornn,18,3.3,4.1,8.7,57.1,Rumble,3,6.9,4.3,8.4,58.5,Akshan,2,8.1,4.9,6.3,52.5,0.0015022741032303
Neit Ackerman,Akshan,42,6.7,4.3,5.4,55.3,Jayce,10,4.0,5.3,5.7,58.3,Wukong,1279,5.3,4.4,5.3,33.3,0.0014993579280036
Emperor penguin1,Jayce,160,4.7,4.9,4.5,50.4,Jax,146,5.5,4.9,4.2,55.3,Fiora,73,4.8,4.5,3.9,46.7,0.0014987838524233
No longer love,Jayce,190,5.6,5.2,4.7,50.0,Wukong,1737,8.3,5.0,7.9,78.3,K'Sante,123,3.9,3.2,4.4,52.9,0.0014986746614474
ubORŃaya,Ornn,42,3.5,2.9,8.5,62.7,Dr. Mundo,1,4.5,3.3,5.9,58.3,Zoe,93,7.0,3.1,7.9,44.4,0.0014974001285861
Vizícsacsi,Jax,663,5.3,5.5,5.2,54.5,Poppy,1626,5.9,4.0,8.2,66.7,Gwen,232,4.9,4.5,5.4,50.0,0.0014953920300732
ILikeTheTrueDMG,Fiora,228,7.2,6.9,4.2,60.2,Lillia,6,5.1,5.7,4.3,50.0,Kindred,378,6.4,7.7,6.8,69.2,0.0014926611843472
woo walk,Riven,33,7.2,4.7,4.7,57.5,Renekton,121,6.7,4.7,4.1,57.4,Shen,6,4.3,4.1,9.5,55.6,0.0014921500541758
sr egg in sag,Darius,199,5.9,4.1,4.8,58.8,Cho'Gath,11,5.2,2.7,7.5,69.6,Warwick,51,4.0,3.3,4.6,69.6,0.0014911192977802
半夏微凉,Darius,25,8.0,5.8,4.4,54.6,Jax,1,7.1,5.8,4.2,57.6,Aatrox,1,6.1,5.9,4.7,40.4,0.0014907569801575
