nombre_invocador,champ_1,regional_rank_1,kills_champ_1,deaths_champ_1,assists_champ_1,winrate_champ_1,champ_2,regional_rank_2,kills_champ_2,deaths_champ_2,assists_champ_2,winrate_champ_2,champ_3,regional_rank_3,kills_champ_3,deaths_champ_3,assists_champ_3,winrate_champ_3,score
eightQAQ,Hecarim,43,7.4,4.6,9.2,61.5,Nidalee,4,7.9,3.9,7.6,59.3,Lee Sin,908,8.8,5.1,11.3,69.6,0.0051384384190452
AGC de sidere,Lee Sin,650,5.6,4.5,7.1,51.2,Kindred,232,7.0,5.0,8.0,65.4,Elise,249,6.2,5.6,8.1,56.0,0.005118481147234
Yuu13,Bel'Veth,357,8.7,3.7,6.1,62.6,Sylas,5,7.0,4.9,6.2,35.6,Viego,394,8.2,4.1,8.0,56.8,0.0050761140328018
aesthetic addict,Nunu y Willump,40,3.8,4.0,13.1,62.6,Hecarim,9,6.3,4.1,7.6,52.4,Karma,195,3.6,2.6,9.6,64.3,0.0050707289870236
NNOne Piece,Elise,62,9.6,3.8,8.8,64.9,Lee Sin,138,9.5,4.2,9.6,50.0,Gragas,1052,5.7,3.0,9.1,63.6,0.0050592022918064
Anechek dog,Bel'Veth,309,7.7,5.7,6.2,63.6,Kindred,68,9.6,5.2,6.1,75.9,Elise,103,8.3,5.9,8.5,50.0,0.0050474385867188
Aniayua,Kindred,12,7.5,3.5,7.1,72.9,Ekko,1,8.8,3.1,6.7,56.3,Nidalee,446,6.2,2.1,8.2,78.6,0.0050396391822745
719,Ekko,15,9.1,3.6,7.0,62.7,Nidalee,1,8.9,3.0,8.1,52.8,Lee Sin,8,7.7,4.5,7.7,47.2,0.0050320504916971
HamBak,Lee Sin,126,6.6,4.2,7.7,50.9,Sylas,241,8.6,5.3,7.7,53.8,Nidalee,603,8.0,3.4,7.7,60.0,0.0050290301239641
Fanatiik,Elise,218,8.5,4.2,9.4,60.0,Graves,254,8.8,5.0,9.5,57.9,Lee Sin,515,7.3,4.6,12.3,66.7,0.0050136220212279
EmbraceLife,Lee Sin,207,7.7,6.3,9.3,75.0,Viego,148,7.4,4.6,7.6,62.5,Wukong,348,6.8,3.2,5.9,72.7,0.0050045461419532
wx 1065620772,Diana,24,6.4,3.6,7.8,58.8,Kindred,24,6.9,3.7,7.7,80.0,Sylas,77,7.5,4.9,7.7,71.4,0.0050036846600485
SOLOQ IS GOOD,Elise,352,7.1,3.6,8.1,64.6,Wukong,19,6.4,3.1,8.0,65.9,Maokai,93,4.1,4.8,12.0,52.9,0.004992461777985
Glorias,Udyr,178,5.1,4.0,9.3,62.6,Hecarim,11,7.2,4.8,9.1,58.5,Bel'Veth,61,7.1,4.7,8.2,51.4,0.0049825495435989
KOI Malrang1,Lee Sin,211,8.5,3.0,9.4,71.4,Gragas,398,4.8,3.6,11.5,64.7,Wukong,766,9.8,2.6,8.0,78.6,0.0049777781336817
Now,Sylas,230,7.8,5.0,7.4,61.7,Nidalee,7,7.7,3.7,7.4,54.9,Graves,12,6.8,4.1,7.0,57.5,0.0049776950763384
AeryIsKawaii,Kindred,270,8.8,5.5,8.2,64.4,Anivia,16,6.8,4.1,7.5,78.8,Elise,26,10.0,4.9,9.0,77.8,0.0049592707943715
FUT Mojito,Sylas,339,8.5,5.3,8.4,69.6,Kindred,15,7.8,6.9,7.9,48.1,Viego,739,7.7,6.0,7.0,50.0,0.0049095934771023
dlwlrma fan,Evelynn,311,9.3,4.1,7.4,56.0,Graves,20,7.2,4.2,9.2,66.7,Kayn,62,7.8,4.8,8.2,61.1,0.0048852581930335
ASTROBOY99,Sylas,71,10.4,4.7,7.6,71.8,Jayce,34,4.1,7.4,4.6,37.0,Lee Sin,940,8.7,4.7,10.2,69.2,0.0048679846415277
LeaningTable TTV,Rammus,185,4.6,4.3,12.7,61.8,Evelynn,552,9.7,3.6,7.4,60.3,Elise,4,6.5,5.3,8.0,50.0,0.0048679121880728
Miky boy,Kayn,585,8.0,4.9,5.7,55.2,Kindred,266,8.6,5.8,6.9,52.2,Elise,542,7.3,5.8,7.3,47.8,0.0048074702229706
L9 Myκys,Talon,36,10.8,4.7,6.2,60.4,Hecarim,2,9.4,4.9,7.1,57.0,Pantheon,34,7.0,5.9,7.5,58.7,0.0047740587236124
Damngøre,Rek'Sai,47,8.1,4.9,7.6,59.9,Viktor,2,4.8,5.5,6.9,57.1,Wukong,260,5.6,4.7,6.4,42.9,0.0047675327773501
KeeI,Graves,193,5.7,4.9,6.8,48.1,Wukong,562,6.6,5.7,6.6,56.0,Kindred,455,6.0,6.3,6.4,31.8,0.0047592450388844
Nightmisty,Lulu,304,2.8,5.7,13.0,49.4,Nidalee,28,8.7,4.4,7.5,51.4,Elise,21,10.3,4.9,8.6,65.9,0.0047575691777965
Sarcasm1,Viego,139,6.2,4.2,6.9,55.6,Lee Sin,220,8.4,3.1,7.2,66.7,Maokai,157,5.4,4.9,11.5,53.8,0.0047573090273469
Billy Butcher XD,Viego,335,9.4,5.1,6.4,51.9,Bel'Veth,919,8.3,5.6,6.9,63.6,Lee Sin,538,8.1,5.4,10.2,76.5,0.0047493056415902
Billy Butcher XD,Wukong,6,6.8,3.2,7.0,69.2,Lee Sin,103,7.2,5.3,8.7,55.0,Vi,684,7.7,4.0,10.8,70.0,0.0047493056415902
BoomBOBAS,Viego,547,6.7,5.2,7.6,55.5,Jarvan IV,40,5.3,5.5,13.6,56.7,Sylas,77,7.2,5.6,7.3,50.0,0.0047469660193423
Billy Butcher XD,Wukong,6,6.8,3.2,7.0,69.2,Lee Sin,103,7.2,5.3,8.7,55.0,Vi,684,7.7,4.0,10.8,70.0,0.0047443222417964
Billy Butcher XD,Viego,335,9.4,5.1,6.4,51.9,Bel'Veth,919,8.3,5.6,6.9,63.6,Lee Sin,538,8.1,5.4,10.2,76.5,0.0047443222417964
The Speed Freak,Rammus,67,4.7,2.7,11.2,63.3,Kha'Zix,1,7.3,3.1,7.7,60.0,Nami,61,1.9,4.7,16.5,65.4,0.004723827925738
Happy Alexx,Sejuani,224,4.3,3.8,9.8,50.0,Wukong,207,6.8,3.6,6.4,48.4,Vi,1049,6.6,4.8,8.1,57.1,0.0047124063633001
kisno,Kindred,78,7.2,4.3,6.3,59.6,Viego,990,6.6,4.4,6.9,37.7,Diana,13,6.2,4.4,8.1,56.6,0.0046660019696151
咩啊咩啊,Lee Sin,32,7.3,4.2,6.8,42.9,Elise,553,7.6,3.9,8.3,61.5,Sylas,280,8.6,4.9,7.5,68.2,0.0046511643972805
Sybol,Ezreal,28,7.9,6.8,7.5,61.1,Vi,2,7.3,6.3,8.9,60.0,Elise,9,7.6,6.2,8.0,70.6,0.0046478951407687
Gragascı Baki,Gragas,29,8.4,5.1,9.9,68.3,Fiddlesticks,18,7.1,5.4,11.5,59.6,Kled,3,7.2,6.4,9.4,61.8,0.0046404172384847
xxxxlululu,Lee Sin,163,7.3,3.8,8.8,66.7,Vi,592,4.6,4.7,8.9,55.6,Viego,472,6.2,4.4,7.0,56.0,0.0046387343777362
KuLLeR972,Maokai,123,5.4,3.6,11.5,65.6,Hecarim,6,7.9,4.3,7.5,60.0,Lulu,345,2.0,4.0,11.3,50.0,0.004618202664338
cutexin1,Lee Sin,154,6.9,3.7,8.2,55.6,Gragas,117,6.5,3.9,6.2,53.6,Olaf,685,6.7,3.9,3.5,61.9,0.0046076431237101
구오일삼육칠구,Taliyah,251,7.3,4.0,9.2,66.7,Elise,2,8.7,2.7,8.8,73.9,Viego,360,8.2,5.3,8.5,54.5,0.0046026553522694
마음을담아노래해,Lee Sin,275,6.1,5.1,9.6,59.5,Gragas,63,5.2,4.7,8.5,47.8,Ashe,95,2.6,5.7,14.7,63.0,0.0046005936604844
Tarryasepin,Vi,87,5.8,4.9,9.2,47.1,Gragas,860,6.4,3.6,6.6,50.0,Ashe,816,2.5,4.7,12.0,69.2,0.0045837786911986
l1ttlefish,Elise,350,5.3,4.3,7.2,53.8,Lee Sin,73,4.4,4.7,8.9,62.9,Jarvan IV,74,4.4,4.6,13.0,64.5,0.0045277101776561
Rashun楓,Zac,132,3.2,3.3,10.4,63.8,Sejuani,2,2.8,4.3,11.9,50.0,Sylas,201,6.2,6.2,7.0,53.8,0.0045084399473606
일산전영찬,Nidalee,230,7.7,3.8,8.9,54.0,Viego,114,5.8,4.6,7.4,48.6,Elise,572,6.5,4.5,9.2,57.6,0.004504912105696
UnExpecteDGanGS,Elise,41,9.6,2.9,8.3,80.4,Wukong,1,6.3,3.1,7.4,57.9,Karma,602,3.4,2.9,12.9,70.6,0.0045012720678991
4 9 5,Vi,63,7.1,4.5,9.5,65.1,Graves,123,7.4,5.5,6.2,44.4,Elise,12,10.1,4.2,6.7,58.8,0.0044965089301865
Pelé Camisa 10,Shaco,252,7.0,4.2,8.6,59.8,Karthus,5,6.3,6.3,8.3,45.8,Teemo,279,3.4,6.2,5.8,50.0,0.0044883471969859
어흥 놀랐찌,Nidalee,200,5.2,4.7,7.5,43.1,Lee Sin,361,6.3,4.2,8.0,60.9,Kindred,127,7.4,4.5,6.5,56.8,0.0044758575885217
정재호정글유튜브,Lee Sin,287,6.3,4.0,8.0,57.2,Nidalee,88,6.5,3.5,7.5,53.3,Kindred,154,6.4,5.2,6.4,48.3,0.0044732788225741
MOONLIGHT S0NATA,Viego,444,8.2,3.6,6.8,62.5,Taliyah,139,8.5,4.3,9.2,63.6,Lillia,86,5.6,4.1,6.7,44.4,0.0044729185322784
10April,Gragas,249,4.9,3.2,9.3,55.0,Jarvan IV,352,5.6,3.4,12.6,66.7,Sylas,324,7.2,3.7,7.8,53.8,0.0044482302001791
Void Is So Empty,Nunu y Willump,187,4.3,4.2,14.6,62.7,Jarvan IV,8,6.1,4.4,14.5,52.8,Zac,191,4.8,3.6,11.7,59.1,0.0044396639785298
FEAR OF DEAD,Bel'Veth,63,9.5,4.0,5.2,61.3,Wukong,1,7.3,4.9,6.5,62.5,Xayah,177,6.9,6.9,7.4,54.5,0.0044269537621523
IIiiiillllllIII,Volibear,49,6.1,3.6,10.8,69.4,Wukong,62,6.9,4.5,8.3,66.7,Kha'Zix,2,7.3,5.3,8.5,51.9,0.0044219586307274
Mbappé2025,Lee Sin,44,10.0,5.6,7.7,60.9,Sylas,3,11.0,6.8,7.1,46.2,Jarvan IV,573,7.3,5.6,12.1,63.6,0.0044149667237477
Death Sigh,Evelynn,313,7.8,5.3,8.0,56.7,Warwick,7,5.7,7.2,8.7,42.9,Sona,142,2.3,8.1,10.9,22.7,0.0044018919198718
HGM IBrunoide,Ahri,110,7.7,4.8,7.7,67.3,Lillia,57,8.0,3.4,8.9,68.2,Jarvan IV,1,6.2,4.1,14.0,68.9,0.0044016938112982
Wsavh,Rek'Sai,20,9.4,4.5,7.3,57.7,Sylas,2,7.8,5.8,6.6,44.9,Viego,9,8.2,4.8,7.6,72.4,0.0043960698915033
DWG 암Canyon,Nidalee,222,6.4,4.6,8.2,56.5,Lee Sin,113,7.2,5.0,8.3,58.2,Ashe,78,2.3,5.2,12.0,58.0,0.0043946946017542
Katten,Udyr,56,5.8,3.3,9.3,67.0,Taliyah,2,8.1,4.3,9.2,53.8,Viego,27,7.0,5.2,6.1,30.8,0.0043939903757868
Adequate,Amumu,25,5.0,4.4,11.3,60.8,Maokai,462,5.1,4.5,13.0,66.7,Viego,2,8.2,4.8,6.7,50.0,0.0043899480136333
Qiiqiii,Wukong,23,8.6,4.2,8.1,46.7,Samira,288,10.1,5.9,8.0,66.7,Sylas,128,10.2,4.2,7.0,63.6,0.0043826133101213
Sword Skill,Maestro Yi,136,9.6,5.2,5.6,61.6,Wukong,6,6.9,4.6,6.6,48.0,Kayn,29,6.8,4.6,6.2,46.2,0.0043824679868004
聖 經,Elise,63,6.9,3.8,8.8,71.4,Sylas,505,7.8,5.5,8.5,55.0,Ekko,65,4.8,3.6,6.6,72.2,0.0043725590350842
Jayder,Kindred,129,9.0,4.9,7.7,67.4,Sylas,282,9.7,4.6,8.1,55.6,Graves,1,6.7,4.8,7.8,50.0,0.0043475154512644
ProsiA,Nami,66,2.0,3.9,16.6,76.7,Elise,292,10.5,4.5,7.4,61.5,Maokai,847,4.8,4.8,9.6,54.5,0.0043337448716998
NewtonNephimPuco,Jarvan IV,445,7.5,3.2,12.5,76.9,Lee Sin,120,10.3,4.9,8.2,69.2,Vi,558,6.0,4.5,8.8,58.3,0.0043333939009223
STP ME PARLE PAS,Graves,342,6.2,3.9,6.8,67.7,Wukong,140,8.0,3.8,8.5,69.2,Vi,456,6.8,5.4,9.4,55.6,0.0043258773996186
Hachi,Kayn,68,8.4,5.6,6.5,47.4,Jax,15,4.7,4.7,3.1,55.9,Kha'Zix,61,9.7,5.4,5.7,62.5,0.0043167371768609
iLikeThickThighs,Jarvan IV,98,7.1,3.9,12.9,71.4,Elise,127,8.6,3.2,6.7,66.7,Ekko,183,8.7,3.2,5.1,72.2,0.004295523119961
게임하고 싶어04,Maokai,255,4.1,2.9,11.4,70.6,Wukong,1,6.4,3.3,7.3,57.4,Elise,31,8.1,2.9,7.7,69.8,0.0042858989198043
BIG Rulfchen,Gragas,359,6.2,5.1,9.0,51.1,Maokai,141,6.2,4.3,10.3,70.8,Kindred,632,8.1,6.1,6.8,61.9,0.0042821992948335
clones i gibones,Maokai,129,4.9,3.8,9.6,73.7,Jarvan IV,680,5.4,4.6,13.4,64.3,Ezreal,364,7.4,3.7,6.3,80.0,0.0042791397607353
C Crits,Elise,713,7.7,4.3,7.2,58.5,Rumble,70,4.7,5.1,7.6,56.3,Nocturne,506,4.9,3.9,8.5,60.0,0.0042759152015575
void rüsh,Rek'Sai,217,8.8,6.4,7.5,69.0,Gragas,5,5.5,5.8,8.9,41.2,Lee Sin,541,7.9,5.3,9.3,58.3,0.0042758538153975
void rüsh,Rek'Sai,208,8.8,6.4,7.5,69.0,Gragas,5,5.5,5.8,8.9,41.2,Lee Sin,530,7.9,5.3,9.3,58.3,0.0042758538153975
니가 깨기 전에,Sylas,102,7.6,4.6,7.8,57.6,Maokai,752,4.0,3.2,10.3,82.1,Lee Sin,781,7.1,4.0,8.2,56.0,0.0042737172483162
KeyNG,Lee Sin,90,9.9,6.4,8.3,68.4,Elise,356,8.1,4.3,7.2,78.6,Maokai,167,6.0,6.8,10.2,50.0,0.0042724824554922
The Devil Withiñ,Evelynn,107,10.6,3.1,7.0,68.1,Kayle,5,7.1,4.2,6.0,59.3,Diana,5,8.1,4.2,7.7,61.3,0.0042700326171891
void rüsh,Rek'Sai,217,8.8,6.4,7.5,69.0,Gragas,5,5.5,5.8,8.9,41.2,Lee Sin,541,7.9,5.3,9.3,58.3,0.004265274445491
void rüsh,Rek'Sai,208,8.8,6.4,7.5,69.0,Gragas,5,5.5,5.8,8.9,41.2,Lee Sin,530,7.9,5.3,9.3,58.3,0.004265274445491
IllllIIIlllIIl,Lee Sin,260,6.0,5.0,7.8,51.9,Elise,240,7.1,4.5,7.1,61.2,Maokai,40,4.2,4.2,9.7,61.0,0.0042365220550736
talon2,Maokai,33,4.3,4.3,10.5,68.9,Kayn,3,9.3,5.1,8.7,63.6,Karthus,13,6.0,6.7,10.1,55.6,0.0042074341188857
senzawa,Evelynn,17,8.7,4.7,7.7,57.1,Karthus,2,8.5,7.4,9.1,45.9,Hecarim,3,6.6,5.3,7.7,48.5,0.0042038927938624
恩於南歌0o,Bel'Veth,69,6.4,4.6,7.8,59.9,Swain,696,2.8,3.6,6.5,54.5,Gragas,1,6.8,4.4,6.6,60.0,0.0042003443878825
eIo terrorıst,Sejuani,122,3.5,3.2,11.0,57.1,Jarvan IV,15,4.7,5.1,13.1,54.5,Graves,179,8.3,4.1,7.7,54.5,0.0041967672985413
DilysQuang,Graves,73,8.2,5.4,6.2,62.9,Lee Sin,33,8.5,5.3,8.6,59.4,Ekko,348,7.9,4.0,6.6,80.0,0.004195114397409
kitasanb,Lee Sin,286,7.4,3.9,8.5,58.8,Elise,57,6.6,4.1,7.4,59.5,Rumble,290,6.1,4.4,7.0,54.1,0.0041804699964759
Ankhsëräm,Graves,132,7.2,3.7,7.2,66.3,Elise,3,7.3,3.0,7.0,50.0,Lee Sin,355,6.7,4.1,9.1,53.3,0.0041704612458218
MΟGLIS,Sylas,201,10.5,6.5,7.9,63.7,Viego,5,9.1,6.8,7.9,57.1,Vi,174,5.8,6.3,10.7,51.9,0.0041572927288921
FromScz,Sylas,195,8.3,4.7,7.9,68.6,Lee Sin,20,5.9,4.9,8.2,64.7,Viego,268,7.6,5.4,7.8,50.0,0.0041490930613954
zacocaca ívar,Zac,131,5.0,4.5,12.8,57.7,Gragas,422,7.7,4.3,8.5,64.3,Elise,11,9.0,3.8,7.1,66.7,0.0041483617154444
푸키키키키키,Lee Sin,81,10.3,3.6,8.9,69.6,Gragas,1003,6.4,4.0,10.2,76.9,Viego,552,10.2,3.6,8.0,90.0,0.0041366113222112
RozmariLEG,Diana,47,10.0,4.8,7.5,65.8,Hecarim,1,12.6,5.2,8.2,70.0,Yuumi,1,2.0,4.6,18.8,56.0,0.0041253149424126
溫言莞爾º,Lee Sin,102,8.6,5.7,8.5,55.6,Zac,34,5.8,5.2,12.2,60.0,K'Sante,11,7.5,5.3,9.2,73.7,0.0041243914574987
dantes enjoyer,Hecarim,138,7.5,6.2,7.8,55.8,Elise,33,6.0,5.2,7.7,59.3,Jarvan IV,14,6.6,5.4,13.0,60.7,0.0041222475330138
eYa Cedeiix,Elise,673,7.2,5.2,9.2,60.6,Graves,338,7.9,5.6,7.8,64.5,Viego,191,7.2,5.4,9.1,58.8,0.004118854579111
Mauro Dinosauro,Vi,260,6.8,3.9,8.2,66.3,Sejuani,1,5.3,3.5,13.3,64.3,Maokai,928,5.0,2.6,12.3,64.3,0.0041083547788878
112358132134558,Graves,26,9.2,4.0,6.6,64.2,Nidalee,1082,10.4,5.7,7.8,38.7,Kindred,1,9.0,4.5,6.4,64.3,0.0040961736383707
juny gap,Bel'Veth,386,7.5,3.8,6.9,59.4,Evelynn,49,12.0,3.4,7.9,68.0,Vi,110,9.2,3.2,8.8,57.9,0.0040906176346519
Neo ZeTHRIV,Gragas,56,8.4,4.9,9.0,68.8,Taliyah,34,9.3,7.1,9.5,64.6,Xayah,2,12.0,8.0,7.4,73.9,0.0040901779487496
츄개잘해서미안해,Lee Sin,268,8.2,4.7,7.7,55.0,Sylas,521,9.9,5.6,7.0,58.8,Gragas,561,6.4,3.6,8.0,70.0,0.004088770755207
神奇的丸小丸,Graves,83,7.6,4.3,9.6,75.0,Elise,553,7.1,4.9,7.3,54.5,Nidalee,77,8.3,4.0,7.8,66.7,0.0040783252464126
º X º,Lillia,80,6.6,3.6,10.2,65.5,Taliyah,14,7.8,5.6,8.2,72.0,Jarvan IV,8,5.8,3.1,11.9,70.0,0.0040657659434881
bialy mbappé,Maokai,177,3.7,5.9,11.4,52.6,Viego,229,7.3,5.6,8.3,50.0,Elise,131,7.0,5.5,9.1,77.3,0.0040605698186568
yukino cat,Lee Sin,505,7.7,5.8,8.0,49.0,Wukong,45,8.8,6.4,7.3,61.9,Elise,427,8.1,5.9,7.6,58.8,0.0040538521259416
Naethancolch,Diana,41,5.9,3.3,6.7,58.6,Wukong,19,7.0,4.0,6.4,69.2,Karma,13,1.6,5.3,11.4,42.9,0.0040534205569892
Gwangdae,Lee Sin,68,10.9,4.9,8.5,61.7,Hecarim,4,8.8,4.9,8.2,62.1,Bel'Veth,45,6.9,4.4,3.9,28.6,0.0040459821193804
felisa,Lee Sin,138,11.7,4.1,8.7,74.1,Gragas,425,7.1,3.5,9.0,57.1,Pantheon,911,7.7,2.5,7.0,78.9,0.0040381880130824
玩不了那就点,Talon,25,8.4,5.4,5.2,45.0,Kayn,17,9.3,6.0,5.6,53.3,Elise,28,8.2,5.8,7.5,62.5,0.0040313938259188
Brother Gwang,Gragas,107,5.7,4.4,9.0,70.0,Maokai,147,3.5,3.8,10.5,58.3,Sylas,1410,11.4,5.7,6.7,80.0,0.0040255520580446
UANL Gio,Graves,121,6.1,2.7,7.8,59.0,Ornn,88,3.1,2.6,10.4,61.1,Maokai,5,4.1,2.3,12.1,60.0,0.0040205636067165
Saabaa,Nunu y Willump,105,5.3,3.8,14.1,80.3,Nidalee,1,9.2,5.7,9.3,64.0,Elise,7,10.7,5.6,9.3,70.8,0.0040142704174498
Paradizzo,Gragas,193,7.9,5.5,10.6,60.6,Vi,904,6.3,5.9,8.3,42.9,Lee Sin,48,9.1,5.5,9.6,70.6,0.003998159378581
Ụt Ụt,Hecarim,16,8.3,5.6,7.6,49.2,Ekko,46,9.8,5.6,8.0,63.8,Maokai,8,5.1,5.3,12.4,56.8,0.0039780942534688
愛と誠,Kha'Zix,22,8.9,6.3,5.8,52.3,Viego,1,8.1,5.6,7.7,57.8,Lee Sin,2,8.1,6.1,9.9,53.4,0.0039738259621744
等等吃鹹水雞,Kayn,98,8.5,3.7,7.5,63.9,Jarvan IV,59,3.9,3.2,10.3,41.4,Gragas,2,5.8,3.0,8.2,58.6,0.0039673800533928
Maasta,Wukong,92,7.4,4.5,6.3,54.6,Lillia,451,6.1,3.4,7.2,51.3,Malphite,14,5.9,5.0,11.9,75.0,0.0039669127547473
Krysia,Lee Sin,280,7.3,4.7,8.9,57.1,Wukong,35,7.2,4.2,8.1,61.0,Elise,19,8.2,4.4,8.3,59.4,0.0039668054015183
kenvi9,Kindred,184,7.1,3.7,7.0,75.0,Graves,19,10.9,3.7,10.6,80.0,Sylas,115,8.8,3.8,4.5,54.5,0.003964056573178
Fear,Rengar,12,9.5,3.8,6.0,61.3,Viego,396,9.1,3.4,7.4,68.8,Veigar,3,8.3,4.0,5.1,37.5,0.0039594830993004
Microvolts TCL,Bel'Veth,163,7.6,3.7,5.7,77.8,Aurelion Sol,1,8.3,5.1,8.5,68.8,Neeko,230,6.1,4.4,9.5,70.0,0.0039548802286192
Ferrettt,Viego,580,7.9,5.0,7.9,51.2,Vi,53,6.6,5.6,9.7,57.1,Kindred,63,7.5,5.6,5.5,45.2,0.0039470908566253
No one for u,Ashe,147,2.9,5.8,14.2,71.0,Kha'Zix,254,8.4,5.1,8.3,53.6,Draven,23,9.3,6.8,6.6,47.4,0.0039305435573137
yбей мeня,Evelynn,52,10.4,4.3,6.6,62.6,Sylas,25,8.5,5.3,7.1,59.0,Lillia,2,7.0,5.0,7.5,53.8,0.003924246099231
Zuao Unbroken,Elise,152,8.3,4.0,7.7,69.2,Maokai,2,5.2,4.9,11.0,66.7,Sejuani,113,4.7,3.4,11.3,61.1,0.0039216472396657
Jãger,Irelia,30,8.5,8.2,3.5,57.7,Fiora,24,7.1,6.6,3.4,68.4,Elise,19,10.7,4.8,8.2,68.8,0.0039216463045121
Kaneki,Lee Sin,39,9.0,3.5,8.4,57.1,Sylas,540,9.6,4.5,6.4,50.0,Kayn,144,9.2,4.3,7.5,76.9,0.0039146183196994
fmr,Sylas,71,9.4,4.8,8.2,75.0,Lee Sin,12,6.9,4.4,10.0,66.7,Viego,53,7.4,5.2,8.1,47.1,0.0039053336194529
T i c k k y,Gragas,150,5.9,3.5,8.9,70.6,Sylas,476,6.9,5.1,6.3,51.3,Taliyah,2,6.0,4.1,9.1,68.6,0.0039023710076476
VK TacoImport,Gwen,237,11.0,5.7,5.8,75.0,Viego,49,13.0,5.4,8.9,68.4,Kindred,129,11.7,5.4,7.4,60.0,0.0038815235447992
LEV Nikolaic,Wukong,119,9.4,4.9,7.9,60.3,Viego,1,7.9,4.6,6.8,65.4,Sylas,39,7.3,5.9,6.6,47.1,0.0038644798784929
sensitive3,Nidalee,95,7.6,3.4,7.3,71.8,Maokai,215,4.2,4.9,10.3,60.0,Viego,827,5.5,5.5,7.0,57.6,0.0038533526630254
1223334444,Graves,167,6.7,5.0,8.5,59.8,Olaf,5,7.9,4.6,7.9,58.7,Jarvan IV,4,5.7,4.5,16.3,65.9,0.0038493885792559
midna jg acc,Maokai,632,4.9,3.8,11.5,69.2,Elise,99,8.2,3.8,7.2,53.8,Lee Sin,976,7.0,4.3,9.1,48.0,0.0038469334068562
普通玩家,Kayn,31,8.4,6.0,6.9,58.4,Kha'Zix,2,8.3,4.4,5.4,64.4,Gragas,4,5.0,6.3,8.1,36.0,0.003843936594196
英短金漸層我的貓,Gragas,114,4.8,3.3,8.0,54.3,Wukong,7,4.9,4.0,7.7,62.9,Sylas,10,7.3,4.8,8.1,66.7,0.0038434963615973
totally sane,Hecarim,74,10.2,5.1,9.2,66.3,Viego,1,7.1,5.5,6.0,43.5,Xayah,266,6.3,6.9,7.6,44.4,0.0038410933513088
Vevé,Hecarim,451,4.0,7.0,5.0,52.8,Evelynn,19,22.0,3.0,10.0,53.8,Seraphine,29,5.0,0.0,6.0,55.0,0.0038410105279067
ShrimpVicious,Udyr,225,4.4,3.6,6.8,56.8,Jarvan IV,16,4.9,3.9,10.9,57.9,Ivern,1047,1.9,3.1,10.1,50.0,0.0038367131983072
Chaménos,Lee Sin,14,9.5,4.3,10.5,62.0,Elise,1,9.3,4.5,9.3,76.2,Graves,4,10.0,5.5,9.0,58.3,0.0038338076091082
dejfDawid1,Wukong,703,6.3,4.2,7.3,56.8,Vi,175,5.1,4.4,9.5,76.0,Viego,207,6.4,5.2,6.9,41.7,0.0038254819134852
Run Higher,Wukong,273,5.8,3.4,6.9,54.5,Maokai,72,4.4,4.4,10.4,53.7,Lee Sin,226,7.1,3.3,8.0,44.4,0.0038245724215254
Izahn,Gragas,249,6.2,3.1,7.4,65.7,Lee Sin,26,6.9,4.6,8.1,50.0,Ekko,776,8.8,4.0,6.8,69.2,0.0038225289974357
Izahn,Gragas,247,6.2,3.1,7.4,65.7,Lee Sin,25,6.9,4.6,8.1,50.0,Ekko,755,8.8,4.0,6.8,69.2,0.0038225289974357
CWE Leonardo,Kindred,367,8.4,4.8,7.9,66.0,Jarvan IV,11,4.8,4.0,12.8,66.7,Lee Sin,1041,6.0,4.3,11.5,73.3,0.0038173641674185
Aegis,Lee Sin,321,8.1,4.8,9.7,66.7,Elise,165,7.5,5.5,7.9,53.8,Gragas,323,8.2,4.3,6.8,70.6,0.0038138294095263
6I Ni,Sylas,90,8.9,5.9,6.3,50.0,Elise,311,8.5,4.6,6.7,52.6,Lee Sin,34,7.9,5.0,7.3,47.1,0.0038136373499064
Izahn,Gragas,249,6.2,3.1,7.4,65.7,Lee Sin,26,6.9,4.6,8.1,50.0,Ekko,776,8.8,4.0,6.8,69.2,0.0038075631393924
Izahn,Gragas,247,6.2,3.1,7.4,65.7,Lee Sin,25,6.9,4.6,8.1,50.0,Ekko,755,8.8,4.0,6.8,69.2,0.0038075631393924
Minh Inox,Kayn,74,10.7,5.4,6.3,48.1,Sivir,45,5.9,5.7,9.0,55.6,Sylas,18,8.7,5.5,7.6,74.2,0.0038073772684633
Fαllεn 1,Maokai,445,3.8,4.6,11.9,56.6,Zac,165,4.6,3.9,10.6,62.2,Wukong,52,7.1,3.9,9.4,67.7,0.0038027246160158
GET Zheas,Ivern,323,2.7,3.5,12.3,56.9,Nunu y Willump,7,3.9,4.2,10.4,66.7,Sejuani,150,3.3,3.7,9.6,62.5,0.0038023043093337
雪花若離乃願折翼,Lee Sin,175,6.8,4.6,10.2,63.6,Maokai,137,4.3,3.4,12.1,63.2,Vi,127,4.8,4.8,8.8,56.3,0.0038006068142184
すや姫,Jayce,34,5.6,4.1,5.6,53.6,Sylas,25,7.3,4.0,6.9,61.9,Elise,19,8.7,3.2,8.4,77.8,0.0037983396839066
Sileñt Kîllèr,Lee Sin,84,6.9,5.6,8.6,55.0,Nidalee,145,7.5,5.2,8.2,46.2,Maokai,43,3.8,5.9,13.5,63.6,0.0037945394339942
