,nombre_invocador,region,liga,lps,ranking_mundial,winrate_total,kills_player_kda,deaths_player_kda,assists_player_kda,score,FNC Hylissang,TL Honda CoreJJ,Vulcan 01,역천괴,school phobia,mersa777,Targamas,KC Leona,Zaunite Mylo
81,ψτροφήψ,EUW,Challenger,912,716,56.8,2.9,4.9,12.0,0.005247081137827,0.0006261380970095,0.0017140916596268,0.000525442421016,0.0001573229090341,0.0008894399849978,0.000283200786065,0.0006011671155728,0.0004001671254088,5.011103909594425e-05
82,Smoothie,EUW,Challenger,871,861,52.6,2.7,4.7,12.4,0.005200152932695,0.000666859419431,0.0015517302059209,0.0005428796612029,0.0001563779198214,0.0009361872511233,0.0002496208588374,0.000637063371042,0.0004088118521031,5.062239321265803e-05
83,printer break,EUW,Challenger,908,730,53.4,2.7,5.2,13.2,0.0051841701657588,0.001150403126849,0.0010694542541618,0.0004190327077353,0.0001475139536344,0.0007477407652723,0.0002220943920289,0.001047527927639,0.0003303820957291,5.0020942708485885e-05
84,YoojungHukiriLee,EUW,Challenger,880,828,58.7,2.5,4.9,13.1,0.0051793770443478,0.0012657951768547,0.0009781295591498,0.0004460858971364,0.0001514992552244,0.0006081181441263,0.0002340407712944,0.0011217270128578,0.000323250392553,5.0730835150810674e-05
85,Douzheng,EUW,Challenger,847,946,52.7,2.6,5.9,12.1,0.0051380020404226,0.0012651905405035,0.0009796996708853,0.0004168262442467,0.0001544620468185,0.0006119841124485,0.000237601790273,0.001081441273563,0.0003404823008039,5.031406087975554e-05
86,donkey gap,EUW,Challenger,876,848,56.8,2.4,3.9,13.9,0.0051112306060718,0.0010209023099998,0.0011842513472264,0.0004691776316243,0.0001521655053359,0.000717367754543,0.0002320121498105,0.0009371817947952,0.0003475307655777,5.064134715860832e-05
87,Garrett Meyerson,EUW,Challenger,873,854,51.9,2.1,3.7,12.2,0.0050468052837341,0.0015255006377577,0.0006787372329532,0.0003574469249546,0.0001484907086184,0.0005001934288585,0.0002210704724246,0.0012686459914541,0.0002966686325498,5.005125416279747e-05
88,Armored Mawdad,EUW,Challenger,840,968,52.4,2.0,4.9,13.3,0.0050241382771557,0.0014981153360486,0.000698630152162,0.0003650457995814,0.0001510838232656,0.0004970628948456,0.0002234030639551,0.0012366394700865,0.0003039331303295,5.022460688095875e-05
89,BioPanther,OCE,Challenger,1700,6,57.4,4.9,4.3,9.5,0.0050053347111906,0.0012583653574014,0.0006839202607844,0.0003408140307441,0.0001321015987123,0.0005823369879613,0.0002162469113303,0.001496746489519,0.000245913230519,4.88898442185518e-05
90,슈퍼히어로6,KR,Challenger,850,935,63.3,2.3,4.4,13.2,0.0049872452722958,0.0014111374654593,0.0007492626465675,0.0003934835219334,0.0001514839481444,0.0005128581768303,0.0002268633996566,0.0011847636547703,0.0003067853249855,5.0607133948203744e-05
91,MaioLex,BR,Challenger,925,643,51.7,4.8,4.7,10.9,0.0049783824248213,0.0007742336528078,0.0012564362622922,0.0004643062005345,0.0001480178141705,0.0009612040650988,0.0002300429364858,0.0007404479473684,0.0003536317220256,5.006182403744131e-05
92,frosty,BR,Challenger,1760,3,57.7,5.1,5.0,12.4,0.0049428674032039,0.001234547629856,0.0006835487342055,0.0003413969152952,0.0001323204584277,0.0005838036080183,0.0002184692587015,0.0014536852063421,0.0002461975329676,4.8898059389590005e-05
93,raw outlaw,EUW,Challenger,861,898,54.5,3.4,5.8,12.1,0.0048975159288883,0.001468681083747,0.0006554699549908,0.0003553386524067,0.0001491242762618,0.0004847868922222,0.0002211383161175,0.0012173665939139,0.0002954710655939,5.013909363430271e-05
94,DK Loopy,KR,Challenger,823,1026,54.0,2.6,4.7,11.5,0.0048588048740159,0.0011671278216885,0.0009143657413431,0.0004187869500516,0.0001574722005863,0.0005670948220775,0.0002460052821496,0.0009937393530732,0.0003437277120998,5.048499094599299e-05
95,Colchønsito,LAS,Challenger,841,973,57.7,4.3,5.3,11.7,0.0048133521947923,0.0012412520649302,0.0008005186350148,0.0003868205962904,0.0001516799382933,0.0005500262819792,0.0002244221228514,0.0010895913132902,0.0003188196764503,5.022156569208819e-05
96,winter,EUW,Challenger,817,1046,54.1,2.1,5.4,13.0,0.0047667348512862,0.0010515771192793,0.0009608972401232,0.0004259182656589,0.0001574893486875,0.0005947765841016,0.0002404082432355,0.0009316804174976,0.0003534866464044,5.0500986297794224e-05
97,4321455213123,EUW,Challenger,1410,39,62.1,2.8,4.2,14.3,0.0047291360452106,0.0010255451225134,0.0008448205662323,0.000465990917837,0.0001372270886938,0.0006316999641132,0.0002378064732262,0.0010714839427586,0.0002639545168055,5.060745303030032e-05
98,FA Zodiac,VN,Challenger,808,1083,55.9,2.5,6.1,14.4,0.0047286128307244,0.0009391292037002,0.0010387224431159,0.0004655350111927,0.0001591353542515,0.0006210639085158,0.000244475867971,0.0008411104154169,0.0003685690231963,5.087160336372288e-05
99,pienso,LAN,Challenger,813,1063,53.2,2.4,5.6,12.9,0.0047199961772006,0.001129773076374,0.0008465028490718,0.0004018159726985,0.0001544821575718,0.0005730797491625,0.0002267520836467,0.0009988195914993,0.0003383480999642,5.042259721145122e-05
100,Airobloodin,RU,Challenger,1102,255,60.6,1.9,4.4,12.8,0.0047103818182859,0.0006639978176398,0.0011823818490979,0.0004755943453246,0.0001435259192646,0.0009736992908325,0.0002389941722527,0.0006588641939027,0.0003234581158445,4.986611412624523e-05
101,Airobloodin,RU,Challenger,1102,255,60.6,1.9,4.4,12.8,0.0047103818182859,0.0006714358874094,0.0011634419203442,0.0004728487933154,0.0001434400265802,0.0009804756920686,0.0002385266026572,0.0006645916207651,0.000323846824821,4.986540681709752e-05
102,Airobloodin,RU,Challenger,1102,255,60.6,2.4,4.0,13.1,0.0047103818182859,0.0006639978176398,0.0011823818490979,0.0004755943453246,0.0001435259192646,0.0009736992908325,0.0002389941722527,0.0006588641939027,0.0003234581158445,4.986611412624523e-05
103,Airobloodin,RU,Challenger,1102,255,60.6,2.4,4.0,13.1,0.0047103818182859,0.0006714358874094,0.0011634419203442,0.0004728487933154,0.0001434400265802,0.0009804756920686,0.0002385266026572,0.0006645916207651,0.000323846824821,4.986540681709752e-05
104,Airobloodin,RU,Challenger,1102,255,60.6,2.4,4.0,13.1,0.0047084727747785,0.0006639978176398,0.0011823818490979,0.0004755943453246,0.0001435259192646,0.0009736992908325,0.0002389941722527,0.0006588641939027,0.0003234581158445,4.986611412624523e-05
105,Airobloodin,RU,Challenger,1102,255,60.6,2.4,4.0,13.1,0.0047084727747785,0.0006714358874094,0.0011634419203442,0.0004728487933154,0.0001434400265802,0.0009804756920686,0.0002385266026572,0.0006645916207651,0.000323846824821,4.986540681709752e-05
106,Airobloodin,RU,Challenger,1102,255,60.6,1.9,4.4,12.8,0.0047084727747785,0.0006639978176398,0.0011823818490979,0.0004755943453246,0.0001435259192646,0.0009736992908325,0.0002389941722527,0.0006588641939027,0.0003234581158445,4.986611412624523e-05
107,Airobloodin,RU,Challenger,1102,255,60.6,1.9,4.4,12.8,0.0047084727747785,0.0006714358874094,0.0011634419203442,0.0004728487933154,0.0001434400265802,0.0009804756920686,0.0002385266026572,0.0006645916207651,0.000323846824821,4.986540681709752e-05
108,picapicaa,EUW,Challenger,814,1057,51.8,1.6,4.2,12.7,0.0046825776424173,0.0013260265893654,0.0006786439403724,0.0003651442371019,0.0001530318068475,0.0004853865586703,0.0002234629855496,0.0010908102397859,0.0003097135818067,5.035770291733155e-05
109,Mixtsure,EUW,Challenger,829,1008,55.2,3.3,4.3,10.2,0.0046559760311995,0.0010132153606575,0.0009101625720511,0.0004358213283949,0.0001539449244895,0.0006072001587403,0.0002259480693582,0.0009160093115008,0.0003429055930442,5.076871296258207e-05
110,beansu,EUW,Challenger,839,974,55.5,2.2,4.3,12.3,0.0045999065540878,0.0010476160688225,0.0008457223927777,0.000466091778048,0.0001579338767684,0.000534209566123,0.0002490020041614,0.000913156447345,0.0003348131922653,5.136122777614071e-05
111,다이아몬드,EUW,Challenger,808,1082,52.8,2.5,4.8,12.6,0.004589831358753,0.0012589379160265,0.0006773100489835,0.0003633468354055,0.0001535350869561,0.0004878715245147,0.0002227666943121,0.00106202938073,0.0003137022871386,5.033158468560781e-05
112,Harunohi,TW,Challenger,814,1059,59.0,2.0,4.3,12.6,0.0045342378781475,0.0010744626542276,0.0008055824640531,0.0004081514244231,0.0001570453674442,0.0005209756861785,0.0002422920432874,0.0009448054723211,0.0003303308998416,5.0591866370532685e-05
113,zlaksd,EUW,Challenger,923,657,56.5,2.2,4.2,11.6,0.004514014063851,0.0007742481375391,0.0010996066202549,0.0004465053785723,0.0001567806092176,0.0006116924643946,0.000306002407544,0.0007288446658045,0.0003404460236889,4.988775683485742e-05
114,Path To LCS,EUW,Challenger,835,991,54.7,2.3,4.3,12.8,0.0044949156400825,0.0007810487977528,0.0010088317977145,0.0004436142705292,0.0001536008457088,0.0007290275476444,0.0002231075747537,0.0007328769410336,0.0003723789129054,5.042895203989568e-05
115,JKG Qu1z,BR,Challenger,912,717,53.2,3.4,5.4,12.2,0.0044706134624043,0.001079072314236,0.0007184617703537,0.0004638936309319,0.0001486335776734,0.0005046590561857,0.0002295131795404,0.0009818731033586,0.0002927872096258,5.171962049841752e-05
116,100 Busio,EUW,Challenger,810,1076,56.9,5.3,5.1,11.6,0.0044485347331033,0.0008624763619073,0.0009532567510404,0.0004402977703096,0.0001631119016385,0.0005608438501198,0.0002723022667373,0.0007780458802454,0.0003676687335088,5.05312175958148e-05
117,El Camino provee,EUW,Challenger,875,851,57.9,2.9,5.0,12.2,0.0044447997999347,0.000734221159771,0.0010267322245827,0.0005475830524289,0.0001618343070541,0.0005815220791457,0.0002967099118922,0.0006840036498239,0.0003609414983246,5.125191691135455e-05
118,Que bendición,EUW,Challenger,811,1072,53.8,1.9,4.5,13.4,0.0044369524353512,0.0008277119787372,0.0009396823121001,0.0004321576173679,0.0001549868042821,0.0006704449296545,0.0002230724881515,0.0007670526063356,0.0003713421179842,5.050158073768321e-05
119,kevinnguyensocal,EUW,Challenger,785,1168,55.4,2.4,4.7,11.6,0.0044296797596792,0.0010922748674184,0.0007354978280328,0.000384580581915,0.0001583925180006,0.0004996828583121,0.0002350110849434,0.0009395631796748,0.000334158548901,5.0518292480822696e-05
120,999 1v9 L9 69 v9,EUW,Challenger,820,1036,53.2,2.7,5.5,11.0,0.0044267010184225,0.0011177108063083,0.0007148296038869,0.0003780044306407,0.0001566044833989,0.0004964925230544,0.000237404502756,0.0009499730959183,0.0003252863209319,5.039525152667818e-05
121,LooserQ Member,RU,Challenger,794,1135,50.0,2.2,5.7,11.5,0.0043871542854095,0.0011903751050533,0.000637519136697,0.0003548177583437,0.0001535385156587,0.0004659722257389,0.000221192839322,0.0010051528879156,0.0003082588142662,5.032700241367209e-05
122,nyshotytskazat,RU,Challenger,793,1139,57.6,4.1,5.6,10.9,0.0043531003477742,0.0011473931043103,0.0006510227127332,0.0003589441353533,0.0001539619881456,0.0004675715195184,0.0002223106036886,0.000992513965492,0.0003090266522357,5.0355666296873e-05
123,Nmcp,LAS,Challenger,789,1156,55.1,6.4,6.0,9.3,0.004317587518278,0.0010877155361907,0.0006755803029635,0.0003719504221944,0.0001548811299017,0.0004807432250038,0.0002229545180286,0.0009565432268115,0.0003166762131683,5.0542944015182734e-05
124,lisan hehe,LAS,Challenger,797,1125,62.4,7.0,4.4,8.2,0.0043081746686548,0.0008407080651043,0.0008687032469508,0.0004178278047781,0.0001554117016088,0.0006110566347191,0.0002230311887632,0.000781721631113,0.0003592211587961,5.049323682094701e-05
125,uZent,BR,Challenger,1001,453,55.6,2.1,4.4,13.8,0.0042029038062144,0.0004564540786998,0.0010032440917916,0.0005383631303136,0.0001535466124716,0.0008574784842387,0.0003066484026396,0.0004495131538524,0.000387846555165,4.980929704173092e-05
126,Zyko,EUW,Challenger,748,1329,51.7,2.9,5.2,12.5,0.004107850208084,0.0009114022027658,0.0007059472034294,0.0003998208829426,0.0001627510878858,0.0004872502538058,0.0002347185069935,0.0008013349833816,0.0003536159372154,5.1009149663659706e-05
127,СВЕКЛОВИЧНЫЙ ЖОМ,RU,Challenger,832,1003,54.8,5.0,4.7,10.4,0.004101282004637,0.0009724612290835,0.0006372501419279,0.0004260194791387,0.0001523595235137,0.000459583976648,0.0002241271903604,0.0008793110532551,0.0002983899483836,5.177946232583149e-05
128,Amaboutakum,EUW,Challenger,753,1301,52.8,3.7,5.6,11.8,0.0040846447224065,0.0009391344143413,0.000679849017294,0.0003815808142988,0.0001609032561808,0.0004808424187125,0.0002292375952121,0.0008177441993039,0.0003445766184092,5.077638865343481e-05
129,LANZIQUEEN,TH,Challenger,769,1222,56.5,4.0,5.2,13.2,0.0040714784794475,0.0009929606776366,0.0006339200956587,0.0003628782730251,0.0001560132469418,0.0004554175128341,0.0002233189686519,0.000882991916251,0.0003134077874674,5.057000098055483e-05
130,KDF Andil,KR,Challenger,837,990,64.8,2.2,4.8,13.4,0.0040708863590303,0.0004478508051976,0.000892738000821,0.0005587239842451,0.0001625878314778,0.0007667868405534,0.0002702938537533,0.00043628829114,0.0004849882961386,5.062845570312558e-05
131,SHOP MRBEAST,EUW,Challenger,746,1338,54.7,2.6,5.3,12.5,0.0040634175108125,0.0007076859792307,0.0008199725371507,0.0004435334078096,0.0001627317571438,0.0005877708146119,0.0002279142475757,0.0006556854688149,0.000407069026841,5.105427163401019e-05
132,DongerValenz,LAS,Challenger,754,1299,56.3,3.4,5.2,9.1,0.0040483265853984,0.0009341907932627,0.0006673893732747,0.0003724501493108,0.0001584053498932,0.0004781168448129,0.0002236340347209,0.0008296733632255,0.0003338665716852,5.06001052122346e-05
133,sxtxt supp acc,EUNE,Challenger,752,1307,57.5,3.5,5.0,13.5,0.0040106320081454,0.0009624865670181,0.0006302281260662,0.0003614843237481,0.0001580909514281,0.0004558293610853,0.0002233541205594,0.0008449598015647,0.0003236166690809,5.058208759432657e-05
134,Swkeeee,EUW,Challenger,835,995,63.9,1.6,2.7,13.5,0.0040017315300468,0.0008112106988691,0.0007461539641,0.0003952015628099,0.0001617623123482,0.0004801386907298,0.000282169282811,0.0007430685233432,0.0003317804598562,5.024603517899766e-05
135,Echte Liebe,BR,Challenger,913,711,60.9,5.1,5.4,12.7,0.0039986476340825,0.0004754056104151,0.0008206976068774,0.0004796027517683,0.0001473836638606,0.0009537970655499,0.0002171666708985,0.0004698738966681,0.0003845096658102,5.021070223403752e-05
136,amphy,EUW,Challenger,782,1178,58.4,4.0,5.1,10.8,0.0039985776775069,0.0008633262621985,0.0006722067413706,0.0004434181067519,0.0001603075491088,0.0004621277628942,0.000239583718819,0.0007783669626594,0.0003273766645665,5.18639091377555e-05
137,Locura y MaIdad,LAS,Challenger,753,1303,57.2,4.1,4.3,11.2,0.0039982423156735,0.0009600518291455,0.000619556344005,0.000373305063393,0.0001581358147064,0.0004486282876031,0.0002226845137126,0.0008443907725231,0.0003204833042325,5.1006386351927046e-05
138,14675242,EUW,Challenger,731,1390,57.3,2.0,4.8,13.6,0.003964614572961,0.0007824025601588,0.0007226578650211,0.0004229916403593,0.0001644574041346,0.0005057015956605,0.0002309368670348,0.0007075375807141,0.0003766134512215,5.131560865598538e-05
139,DDDORIAN,KR,Challenger,733,1378,54.1,2.4,3.8,11.2,0.0039484409153743,0.0009259085412267,0.0006220555234246,0.0003641468955541,0.0001604254953593,0.0004540813041421,0.0002249270270599,0.0008116209296505,0.0003345363416293,5.073885732739775e-05
140,Noa love Brazil,BR,Challenger,1003,439,52.7,3.6,4.6,11.3,0.0039460533229433,0.000885120033322,0.0006070524807782,0.0004552595550167,0.000141665249192,0.0004657859890659,0.0002213789807289,0.0008539688021265,0.0002638103862623,5.2011846450514e-05
141,Hi Hyung,SG,Challenger,742,1352,55.1,1.8,4.7,14.2,0.0039081787339532,0.0009408556932527,0.0005979906495502,0.0003518957985638,0.0001582503178147,0.0004401406706172,0.0002209583734113,0.0008276069269947,0.0003198859960732,5.059430767509382e-05
142,dfm1,KR,Challenger,700,1530,59.0,2.6,5.6,13.1,0.0038823357109287,0.0005310112195473,0.0007699307068996,0.0005242849914676,0.0001723500003491,0.0005764886015387,0.0002431155969395,0.0005035408589792,0.0005098053631581,5.180837204917615e-05
143,love engage,OCE,Challenger,744,1346,52.2,1.9,4.8,13.1,0.0038667114223895,0.000937535839137,0.0005800924445817,0.0003467195251954,0.0001576581127298,0.0004359461510748,0.0002195358762031,0.000820546384394,0.0003181037735554,5.057331551799295e-05
144,Nebulim,PH,Challenger,716,1453,55.5,3.0,4.9,12.7,0.0038132202750996,0.0007832396326534,0.0006589140374742,0.0003828800772698,0.0001621569548302,0.0004801711350523,0.00022285487146,0.000714083377999,0.0003580556468797,5.0864541480520245e-05
145,Bengali Tiger,VN,Challenger,677,1608,56.2,3.4,4.2,11.6,0.003782245837524,0.0006451025406705,0.0007109729352909,0.0004233106594578,0.000174236655899,0.0004964170996564,0.0002521658727693,0.0005901931796298,0.0004387099037832,5.113699036666791e-05
146,1MightyTeke3,OCE,Challenger,708,1488,52.8,2.6,5.5,11.6,0.0037806403456105,0.0008015023837723,0.0006344552633694,0.0003725669070633,0.0001635298033678,0.0004598436207104,0.0002255334165088,0.0007191433703951,0.0003532336847247,5.08318956983885e-05
147,Z Score,EUW,Challenger,751,1312,53.2,3.1,4.9,11.9,0.003779221241803,0.0008481213379415,0.0005858901625908,0.0004035060448677,0.000159368447504,0.0004306343759898,0.0002228580885871,0.000758006552535,0.0003188908019178,5.194542986902523e-05
148,미니웅즈,KR,Challenger,728,1394,52.2,2.1,5.6,12.3,0.0037752033090453,0.0008667371882566,0.0005839193338138,0.0003628109503636,0.0001603519097414,0.0004395896857488,0.0002206091460771,0.0007583596003955,0.0003318056919818,5.101980266633135e-05
149,칸쵸빌런,KR,Challenger,726,1409,52.2,2.2,5.7,11.7,0.0037715494436016,0.0008688587068495,0.0005834840620597,0.0003535916019214,0.000160817105763,0.0004377378503284,0.0002233810426476,0.0007605293345536,0.0003324133367991,5.0736402679153575e-05
150,MarceSato,LAS,Challenger,1000,459,56.5,2.7,4.4,11.7,0.0037638150696838,0.0007946791034983,0.0005908962190646,0.0004671624176508,0.0001418335538648,0.0004555686020638,0.0002213843311207,0.000777343792313,0.0002627097543201,5.223729578750026e-05
151,Manycpyfjtjkyxf,KR,Challenger,671,1637,54.7,2.8,4.6,12.1,0.0037429797850813,0.0006156227924805,0.0007031183011614,0.0004253672813147,0.0001764229215131,0.0004937128395541,0.0002535236315499,0.000567106433577,0.0004569085735653,5.119701036487058e-05
152,Amor eres tu,LAN,Challenger,714,1457,61.2,3.6,4.5,12.8,0.0036962918215684,0.0008333831477907,0.0005761979949932,0.000354693899948,0.0001609466942037,0.000425956442078,0.0002208879868921,0.0007478363096516,0.0003255134171511,5.0875928859578266e-05
153,DK Bible,KR,Challenger,782,1169,57.3,2.7,4.8,11.6,0.0036942554759192,0.0006082526324614,0.000629652954945,0.0006233702728762,0.0001625811570554,0.0004578831833237,0.0002455726872359,0.0005718482546531,0.000341567062556,5.352727081216872e-05
154,Adela Andromeda,EUNE,Challenger,712,1470,59.3,4.3,4.4,11.4,0.0036932330330533,0.0004688418466064,0.0006486811023882,0.0006792995699647,0.0001683772893266,0.0005329171395718,0.0002304640310408,0.0004496340629871,0.0004617897796496,5.3228211517882114e-05
155,vvxinRio887288,OCE,Challenger,708,1493,61.4,3.1,3.4,12.2,0.0036743019386404,0.0007910950346306,0.0005947846518821,0.0003611748534893,0.000163869832207,0.0004317384998264,0.0002287755161318,0.0007135086715044,0.0003385312578961,5.0823621072339416e-05
156,Chcknz,OCE,Challenger,712,1469,53.1,5.4,5.6,8.1,0.0036613634115077,0.0008090920913514,0.000580080826401,0.0003530486239803,0.0001616331993089,0.0004274734942558,0.0002229147790396,0.0007275242051042,0.0003288514490728,5.0744742993156624e-05
157,Gen G Namgung,KR,Challenger,673,1623,56.5,2.0,4.0,12.0,0.003631034903401,0.0005563297591887,0.0006773100038798,0.0004248803469253,0.0001692587533695,0.0005367785847696,0.0002233071185601,0.000523043477027,0.0004689075201885,5.121933949218143e-05
158,Cato Mart,LAN,Challenger,721,1424,52.9,2.7,5.5,12.8,0.0036070338171779,0.0007993940701998,0.000546857871826,0.0003775226461823,0.0001607861571175,0.0004149462617654,0.0002204042993013,0.000713951435398,0.0003213909362514,5.178013913571895e-05
159,Kasing 1,EUW,Challenger,839,980,59.2,2.8,5.0,13.4,0.0035945671268711,0.000383353588769,0.0006201190396145,0.0006915660549989,0.0001566127776808,0.0006418126150202,0.0002289492348073,0.0003760095917645,0.00044395762714,5.218659707546047e-05
160,수요일은다먹는날,KR,Challenger,666,1658,54.1,2.5,6.3,11.1,0.0035549408914182,0.0007067054045702,0.0005836614604306,0.0003738436032867,0.0001674878249672,0.0004401618388683,0.0002203317709446,0.0006400964436843,0.000371324318245,5.132822642102027e-05
161,Talentoso,LAN,Challenger,679,1596,52.9,2.9,4.6,12.3,0.0035537376987865,0.0007549588171183,0.0005632884673359,0.0003549719506375,0.0001650038535249,0.0004214005640478,0.0002206451041466,0.000678056694083,0.0003443889457801,5.102330211199709e-05
162,Talentoso,LAN,Challenger,679,1596,52.9,2.9,4.6,12.3,0.0035537376987865,0.000751258726871,0.0005609393108409,0.0003544648799937,0.0001651622953509,0.0004200887492928,0.0002206082174224,0.0006748748305317,0.00034451044565,5.1034846476709066e-05
163,Talentoso,LAN,Challenger,679,1596,52.9,2.9,4.6,12.3,0.0035429423024305,0.0007549588171183,0.0005632884673359,0.0003549719506375,0.0001650038535249,0.0004214005640478,0.0002206451041466,0.000678056694083,0.0003443889457801,5.102330211199709e-05
164,Talentoso,LAN,Challenger,679,1596,52.9,2.9,4.6,12.3,0.0035429423024305,0.000751258726871,0.0005609393108409,0.0003544648799937,0.0001651622953509,0.0004200887492928,0.0002206082174224,0.0006748748305317,0.00034451044565,5.1034846476709066e-05
165,UNSECRET,VN,Challenger,691,1557,57.7,4.5,5.0,10.5,0.0035530753396529,0.0007665716763564,0.0005526043112837,0.000360021020403,0.0001632495967507,0.0004130080988971,0.0002203360857645,0.0006960172140436,0.0003299842621602,5.128307399333133e-05
166,Dejmianov,EUNE,Challenger,669,1643,60.4,2.8,5.9,12.8,0.0035237000185516,0.000490564895598,0.000639374924242,0.0004651499150199,0.0001683695305648,0.0005371016077142,0.0002184548609732,0.0004687356698738,0.0004841578550642,5.179075950113972e-05
167,摯友維尼,TW,Challenger,650,1744,54.5,2.1,3.9,11.9,0.0035011775016707,0.0006500607500169,0.0005940491959918,0.0003771159988166,0.0001716180991633,0.0004404697397206,0.0002285920844693,0.0005961939321301,0.0003918743134736,5.120338788824799e-05
168,Renata Enjoyer,LAS,Challenger,998,464,54.1,4.0,5.1,11.9,0.0034929689790247,0.000694876945671,0.0005439057467279,0.0004721459898744,0.0001415197229264,0.0004301039150356,0.0002191858007547,0.0006804505156342,0.0002581039843317,5.267635806828972e-05
169,LLP Gaya,PH,Challenger,727,1405,56.0,3.0,4.8,13.2,0.0034801240429355,0.0007122839711624,0.0005365940760337,0.0004229513451794,0.000161173277227,0.00040526091771,0.0002227189713684,0.0006499897668416,0.0003163801435556,5.2771573857130055e-05
170,NORDKASING,EUW,Challenger,940,603,55.4,2.5,4.5,13.1,0.0034638740628461,0.0004011950786701,0.0006290485024307,0.0004414725120513,0.0001427291476058,0.0008286422182548,0.0002059270948806,0.0003983898144654,0.0003664969013787,4.997279310831606e-05
171,Audire,EUNE,Challenger,647,1755,59.8,3.4,5.3,12.1,0.003451912713168,0.0005755395053767,0.0006037807770321,0.0004061297575658,0.0001705001376442,0.0004665293026486,0.0002194966390225,0.0005376204805784,0.0004207197665872,5.159634671227466e-05
172,Αshura,EUNE,Challenger,673,1631,62.1,3.0,4.6,13.8,0.0034476589879422,0.0007238440018589,0.0005390298240846,0.000350395400901,0.0001649217603417,0.0004057197407261,0.0002195241107277,0.0006583084509311,0.0003347788892175,5.113680915325951e-05
173,thots,EUNE,Challenger,667,1653,53.6,3.8,5.5,11.6,0.0034403264235828,0.0007283531631111,0.0005327173725704,0.0003426210660665,0.0001651518247585,0.0004043724988311,0.0002187305760806,0.0006604808325362,0.0003369084872176,5.099060241055525e-05
174,donbray,EUW,Challenger,1423,35,60.1,2.3,4.7,12.1,0.0034275697868925,0.0003853665761623,0.000589905217215,0.0004119434184118,0.0001319541424571,0.0009665775424356,0.0002008731475468,0.0003908321499484,0.000300870172996,4.924741971906672e-05
175,TTV Jealowstar,LAN,Challenger,666,1659,53.0,1.4,5.1,14.7,0.0034246086322792,0.0007203953378549,0.0005307117909576,0.0003441252746314,0.0001658915363038,0.0004024228180823,0.0002190652646852,0.0006524683378574,0.000338464004927,5.1064266979492216e-05
176,TTV Billyjimi,LAN,Challenger,640,1801,50.8,4.8,4.3,9.4,0.0034238152008844,0.0005841060267845,0.0005818709293575,0.0003845640904372,0.0001816281386701,0.0004200245821095,0.0002605913865483,0.0005375760295282,0.0004222061081466,5.124790930215543e-05
177,nataliuauaua,EUNE,Challenger,686,1569,56.8,3.1,4.3,13.0,0.0034196333599461,0.0003714622141108,0.0005728887470595,0.0004713992208031,0.00017256637323,0.0005409598895368,0.0002417536975856,0.0003613118768393,0.0006361306090098,5.116073177096378e-05
178,PDT AskaMoon,LAN,Challenger,646,1758,52.6,2.7,5.5,12.4,0.0033930685969226,0.0006657962834902,0.0005456351312336,0.0003552283719757,0.0001688661008322,0.000415762432664,0.0002190921549964,0.0006070542233717,0.0003644589775576,5.117492080079855e-05
179,THE GIEF,LAS,Challenger,659,1688,51.6,4.8,5.1,8.0,0.0033887206345151,0.0007087711375616,0.0005232642401946,0.0003411641457669,0.0001657591820678,0.0004010791693131,0.0002178362851385,0.0006407085318594,0.0003391078144391,5.103012817368266e-05
180,vりんごちゃんv,JP,Challenger,657,1700,56.8,2.4,4.9,13.1,0.0033355015598207,0.0006792385825932,0.000522046611334,0.000342725820738,0.0001663475072909,0.0003954725542868,0.0002198165201505,0.0006225280949315,0.0003362715862541,5.105428224134257e-05
181,Sunn Mond,LAS,Challenger,648,1750,53.8,5.0,5.7,10.3,0.0033148588953871,0.0006690383255032,0.0005112700370472,0.0003559322872587,0.0001681085872496,0.000389459790284,0.0002189438160825,0.0006105143138119,0.0003399283297709,5.166340837881283e-05
182,Baleada,LAN,Challenger,626,1879,54.1,3.4,5.6,11.8,0.0033132073172445,0.0005860016301808,0.0005420306479282,0.000365826083041,0.0001803573438547,0.0004006398586157,0.0002459427543793,0.0005397548676405,0.0004013350427087,5.1319088895330815e-05
183,Pa k juego esto,LAS,Challenger,642,1783,53.6,2.1,4.6,12.9,0.0032980102283702,0.0006607133705457,0.0005129392406308,0.0003408550866313,0.0001686642337305,0.0003937218395747,0.0002176865060171,0.0006037216122039,0.0003485447755689,5.1163563467026006e-05
184,SALAH 11,BR,Challenger,1083,277,56.5,4.5,5.5,12.5,0.0032975885995849,0.0003511607646399,0.0005707330275214,0.0004882209122842,0.0001394627024768,0.0007855318667072,0.0002168236599213,0.0003509195575059,0.0003445990613341,5.01370471937346e-05
185,boba dopa,EUW,Challenger,1063,305,57.1,3.0,4.8,13.3,0.0032874740074148,0.0003876142538887,0.0004673189324394,0.000924476604527,0.0001402177714462,0.0004377866076805,0.0002172942437145,0.0003848703684157,0.0002733043436107,5.459088169179775e-05
186,Brinley,PH,Challenger,632,1843,54.2,2.1,4.2,13.6,0.0032677003593089,0.0006360748395703,0.00051273042881,0.0003439514135072,0.0001700365160711,0.0003952537152454,0.0002177311685907,0.000583218903248,0.0003574777284062,5.122564585956103e-05
