nombre_invocador,champ_1,regional_rank_1,kills_champ_1,deaths_champ_1,assists_champ_1,winrate_champ_1,champ_2,regional_rank_2,kills_champ_2,deaths_champ_2,assists_champ_2,winrate_champ_2,champ_3,regional_rank_3,kills_champ_3,deaths_champ_3,assists_champ_3,winrate_champ_3,score
Talentoso,Ashe,270,2.6,4.4,11.9,53.8,Nautilus,30,1.9,4.4,13.7,54.3,Annie,23,2.3,3.6,13.6,53.6,0.0035429423024305
Talentoso,Ashe,215,2.6,4.4,11.9,53.8,Nautilus,30,1.9,4.4,13.7,54.3,Annie,23,2.3,3.6,13.6,53.6,0.0035429423024305
Dejmianov,Senna,94,3.1,5.2,11.8,66.7,Rakan,245,1.4,4.4,18.2,82.4,Ashe,119,3.5,6.0,14.1,53.8,0.0035237000185516
摯友維尼,Ashe,64,1.8,4.2,10.4,50.0,Amumu,13,1.8,3.6,14.4,56.3,Lulu,213,1.7,2.9,12.1,61.5,0.0035011775016707
Renata Enjoyer,Renata Glasc,20,1.7,4.7,16.0,68.0,Lissandra,1441,5.5,5.2,9.7,54.8,Aurelion Sol,2,8.7,5.6,8.1,40.0,0.0034929689790247
LLP Gaya,Karma,45,2.2,4.8,14.7,52.9,Rakan,910,1.1,4.2,17.0,60.0,Thresh,39,1.9,5.1,15.6,58.6,0.0034801240429355
NORDKASING,Ashe,144,3.0,4.8,13.4,64.6,Nami,7,2.3,2.9,18.0,74.1,Karma,151,1.7,4.3,10.6,42.3,0.0034638740628461
Audire,Janna,107,1.4,4.3,14.3,56.7,Taliyah,141,5.7,6.6,13.0,66.7,Ashe,47,2.5,5.6,14.5,63.6,0.003451912713168
Αshura,Lux,90,5.3,4.3,11.2,68.0,Janna,86,0.9,3.3,18.8,78.9,Sona,2,1.5,6.0,14.9,54.5,0.0034476589879422
thots,Renata Glasc,95,1.2,4.9,14.6,55.7,Alistar,11,1.5,5.5,13.2,59.2,Blitzcrank,8,1.9,5.9,15.5,67.5,0.0034403264235828
donbray,Nautilus,13,2.0,5.4,13.4,70.3,Ashe,36,3.1,4.3,13.4,83.3,Karma,128,2.6,4.9,12.6,40.0,0.0034275697868925
TTV Jealowstar,Nami,242,1.4,4.5,15.8,56.9,Janna,24,0.6,4.7,15.2,51.0,Thresh,7,1.3,4.9,14.8,54.3,0.0034246086322792
TTV Billyjimi,Pyke,167,6.4,3.7,7.6,59.7,Thresh,6,1.5,3.9,12.5,43.8,Brand,791,5.2,6.5,13.4,53.8,0.0034238152008844
nataliuauaua,Lulu,54,2.2,4.6,16.3,59.3,Karma,13,2.1,2.6,9.1,64.0,Diana,899,6.4,4.6,8.3,43.8,0.0034196333599461
PDT AskaMoon,Karma,150,2.2,5.7,13.1,59.5,Shen,4,3.6,3.5,9.6,48.9,Seraphine,22,2.3,6.7,14.2,52.4,0.0033930685969226
THE GIEF,Pyke,86,5.4,5.7,9.0,50.2,Tahm Kench,11,4.0,3.7,6.7,53.1,Sion,6,3.9,4.7,6.4,47.4,0.0033887206345151
vりんごちゃんv,Nautilus,28,2.5,5.1,12.7,60.9,Lulu,23,1.5,4.0,13.3,60.0,Braum,33,1.2,5.3,13.7,55.6,0.0033355015598207
Sunn Mond,Soraka,104,1.0,3.6,12.4,58.8,Rell,251,2.3,6.2,14.7,52.0,Seraphine,4,2.8,3.7,12.4,70.6,0.0033148588953871
Baleada,Xerath,207,4.4,5.3,11.3,59.8,Seraphine,1,1.3,5.4,12.3,47.4,Amumu,573,1.2,6.8,14.9,70.6,0.0033132073172445
Pa k juego esto,Janna,199,0.6,3.7,15.5,59.0,Alistar,1,2.5,4.6,13.7,55.1,Brand,3,4.7,5.6,9.2,57.1,0.0032980102283702
SALAH 11,Ashe,69,3.7,5.8,15.5,60.9,Nami,297,2.6,4.2,16.7,63.2,Caitlyn,612,6.3,5.8,8.1,47.1,0.0032975885995849
boba dopa,Ashe,73,2.4,4.7,12.7,70.8,Renata Glasc,2219,2.1,4.2,15.2,65.0,Lulu,325,1.7,3.5,14.8,55.0,0.0032874740074148
Brinley,Sona,63,1.8,4.4,14.0,52.8,Soraka,3,0.9,4.3,14.1,60.0,Lux,17,5.2,4.8,11.0,53.1,0.0032677003593089
Chebi,Karthus,32,9.3,6.0,10.1,75.9,Ezreal,1189,8.9,4.8,7.9,61.5,Swain,6,3.8,5.7,11.8,38.5,0.0032429478909333
AMT,Bardo,183,2.8,4.5,13.6,61.1,Ashe,1602,2.9,5.5,12.4,58.8,Lux,74,4.6,4.8,10.9,63.0,0.0032408604466947
SEN Ezmoou,Pyke,171,6.8,9.0,9.2,40.6,Maokai,246,2.8,6.4,12.1,52.6,Thresh,543,1.9,8.1,14.0,47.1,0.0032177077081132
鵝鵝小騎士,Heimerdinger,50,3.8,6.1,7.2,41.4,Kalista,1168,3.8,7.5,8.8,53.8,Caitlyn,110,3.8,9.3,9.0,47.6,0.0032141251898876
dampiro98,Thresh,119,8.0,4.0,6.0,61.5,Anivia,2,2.0,2.0,0.0,51.5,Morgana,150,6.0,0.0,7.0,60.0,0.0032126456066435
Señorita,Sona,144,3.0,6.8,16.5,60.8,Miss Fortune,749,5.6,6.3,6.9,48.0,Seraphine,2,6.4,5.8,12.0,63.6,0.0032115713882141
ACP 5231,Lulu,144,1.5,4.5,15.1,62.0,Renata Glasc,18,1.6,4.5,13.7,55.6,Alistar,244,2.1,4.2,13.4,73.3,0.003183278386606
xrzs,Rakan,264,1.5,3.6,14.1,59.8,Karma,31,2.4,3.9,12.6,54.1,Morgana,86,2.3,3.8,12.4,48.0,0.0031830337906817
Lire,Ahri,53,8.2,4.3,8.3,71.4,Nami,409,3.9,4.8,19.7,85.7,Lux,9,6.8,4.3,8.6,75.0,0.0031763669865341
EXPERT VELKOZ,Vel'Koz,51,6.4,4.6,9.7,70.4,Sion,113,2.6,3.6,7.6,68.8,Nautilus,1,2.7,7.0,11.3,33.3,0.003175782442383
ƒïnn,Vel'Koz,212,7.2,4.4,11.1,64.3,Jhin,36,7.0,5.1,10.2,59.0,Heimerdinger,1,3.5,5.5,10.0,75.0,0.0031526771700783
Gakseong,Ashe,218,2.5,3.8,12.3,71.4,Twitch,258,5.1,5.5,7.8,52.6,Karma,1573,2.6,3.5,10.3,57.1,0.0031371616860201
PCG PhantomDeath,Nautilus,32,1.4,5.6,12.5,54.7,Leona,1,1.6,5.1,14.2,62.9,Morgana,1,2.4,5.6,16.8,70.6,0.0031339249155415
Giselle,Rell,64,1.2,4.9,12.6,52.7,Nami,587,1.8,2.5,15.0,56.2,Janna,3,0.9,2.5,15.5,57.9,0.0031298942502143
Pagorex,Annie,2,3.0,3.7,12.3,63.9,Lulu,1725,2.8,3.9,11.6,54.5,Zoe,7,7.6,4.5,6.0,40.0,0.0031267003159849
Ahriana Grande,Janna,58,1.7,4.8,16.3,65.3,Ahri,1,7.1,5.1,7.1,53.2,Sona,7,3.2,4.9,14.8,58.3,0.0030817885088976
Ryejin,Lux,42,5.9,6.5,12.7,58.5,Senna,208,6.2,6.0,13.8,67.2,Ashe,7,3.7,6.7,15.2,53.3,0.0030787900305367
AMG,Sona,26,1.8,3.6,13.9,60.0,Janna,180,0.8,3.9,14.5,58.8,Nami,14,1.5,3.2,18.0,78.6,0.0030703569742592
CaryKung,Bardo,69,2.5,4.1,12.8,55.6,Zilean,932,1.9,4.0,13.6,65.8,Lux,3,5.7,5.1,13.4,66.7,0.0030657559404147
ttvElcariwea,Ashe,174,3.8,4.9,12.9,54.5,Thresh,71,2.5,4.1,15.2,71.4,Annie,82,2.1,4.3,12.6,52.9,0.0030549254084717
Nag7,Nautilus,204,2.2,5.4,12.3,46.7,Karma,695,2.1,4.5,16.6,69.2,Ashe,509,3.4,6.0,15.3,50.0,0.0030407794175349
グレイラースＺＺ,Shaco,38,3.2,6.6,10.3,47.7,Maokai,6,2.0,7.0,10.8,55.4,Zac,9,2.4,8.4,10.7,51.1,0.0030186092460068
Doveee,Janna,102,1.7,4.9,15.2,56.7,Braum,4,1.8,5.1,16.0,64.5,Xerath,3,5.1,5.3,11.6,66.7,0.0030067104897664
Redentor,Ashe,187,4.1,6.1,14.3,55.0,Heimerdinger,90,3.4,5.3,9.2,45.8,Nami,296,1.5,4.5,17.4,52.6,0.0030027313444149
暖 冬,Lux,41,3.8,5.3,9.4,43.3,Nautilus,64,1.4,5.1,11.8,61.1,Ashe,66,1.9,5.2,12.1,52.9,0.003002531473296
Hero arc,Thresh,184,1.5,3.5,12.5,68.6,Renata Glasc,21,1.3,3.9,12.8,47.8,Varus,93,6.1,5.6,9.2,61.1,0.0029950462895784
Camilo,Taliyah,159,6.7,6.6,10.3,55.2,Darius,840,8.1,7.2,3.6,59.6,Sylas,3,7.9,7.7,5.9,42.9,0.0029908568391047
百鬼丸,Thresh,40,1.5,6.0,15.1,55.9,Karma,21,1.6,5.1,14.5,68.8,Draven,45,8.9,5.6,5.6,62.5,0.0029840176702014
morale support,Nautilus,143,1.8,5.9,15.3,59.3,Thresh,140,1.7,5.2,15.1,61.5,Karma,322,2.4,4.9,13.4,50.0,0.0029772276051817
callate boludito,Malzahar,137,4.6,3.4,8.0,55.6,Nami,573,2.5,3.6,13.1,52.9,Ashe,3,2.5,4.3,13.5,62.5,0.0029713711274687
Loggan Double G,Ashe,201,2.0,4.9,13.5,65.3,Malzahar,2,3.6,3.0,7.0,52.8,Aurelion Sol,20,5.4,4.0,7.2,46.2,0.0029652543893165
never one,Lulu,64,1.6,4.3,14.7,62.9,Nami,1962,2.4,4.6,17.6,68.6,Twitch,2,7.5,6.1,8.4,55.3,0.0029590916500032
1Pasha,Thresh,145,1.9,4.6,13.0,50.0,Karma,775,2.5,5.3,13.4,59.1,Ashe,14,2.7,4.9,12.6,55.6,0.0029523261163351
WindüChaser,Nautilus,104,1.1,4.6,13.3,54.7,Yasuo,301,6.5,4.5,8.5,62.1,Rakan,11,1.2,2.8,17.3,65.4,0.0029480650248167
GSE Azazel,Ashe,75,2.1,4.2,16.8,76.0,Thresh,19,1.7,4.5,16.4,64.0,Karma,29,2.5,4.4,15.1,54.5,0.0029457103786565
Veignorem,Nautilus,404,1.5,5.5,13.2,53.5,Ashe,184,2.4,5.5,13.4,46.5,Heimerdinger,343,3.8,5.7,8.4,45.8,0.0029412497081208
Pandorá,Lux,65,5.6,5.6,10.8,52.0,Janna,971,0.8,4.8,16.6,84.2,Nami,318,2.2,6.7,16.9,50.0,0.0029205512092261
DuDu111,Nautilus,142,1.8,5.0,14.4,74.3,Karma,71,2.3,5.4,13.3,62.5,Ashe,339,3.0,6.8,14.3,54.5,0.0029203937329591
maestro tomberi,Swain,208,3.9,5.5,11.9,61.6,Rammus,3,5.2,4.1,13.3,73.7,Twitch,2,6.9,7.4,9.2,66.7,0.0029191836410782
maestro tomberi,Swain,210,3.9,5.5,11.9,61.6,Rammus,3,5.2,4.1,13.3,73.7,Twitch,2,6.9,7.4,9.2,66.7,0.0029191836410782
maestro tomberi,Swain,208,3.9,5.5,11.9,61.6,Rammus,3,5.2,4.1,13.3,73.7,Twitch,2,6.9,7.4,9.2,66.7,0.0029190981509237
maestro tomberi,Swain,210,3.9,5.5,11.9,61.6,Rammus,3,5.2,4.1,13.3,73.7,Twitch,2,6.9,7.4,9.2,66.7,0.0029190981509237
enpad,Seraphine,61,4.1,4.6,11.8,68.8,Yuumi,55,1.9,2.9,15.8,76.9,Senna,54,3.4,7.7,10.7,30.0,0.0029172117617408
Arecent,Maokai,39,3.7,4.5,12.3,59.4,Lux,35,3.3,4.6,12.2,65.4,Ashe,28,2.1,5.1,14.9,45.0,0.0029147978500883
im a cυte girl,Soraka,483,0.9,3.9,13.8,56.5,Zyra,509,3.5,3.9,9.4,68.4,Senna,443,3.8,5.7,11.8,50.0,0.0029105536846185
Zimba1,Ashe,392,2.4,3.5,10.2,62.2,Karma,208,2.2,3.2,10.1,45.7,Lulu,965,1.7,3.6,15.6,68.8,0.0029101489536504
Tiago Rodrigues,Ashe,141,3.3,5.5,14.1,59.6,Nautilus,26,1.8,5.3,13.9,55.3,Karma,239,3.2,5.0,14.8,61.5,0.0029063197510548
BIade Runner2049,Blitzcrank,237,1.7,6.0,14.8,67.6,Nautilus,5,2.0,8.2,12.5,50.0,Karma,1646,2.2,5.9,13.0,52.6,0.0028982500518806
Its me ZEON,Nautilus,85,2.3,5.6,15.1,63.2,Karma,28,2.3,4.6,13.3,45.0,K'Sante,607,3.7,5.1,7.6,63.2,0.0028981211546658
batman vermelho,Annie,151,1.8,5.2,14.2,66.7,Nami,311,2.7,3.9,18.2,69.2,Rakan,698,2.5,4.8,14.5,61.5,0.0028902896229509
กระเบน,Lulu,24,1.8,5.0,18.3,50.0,Nami,17,1.8,4.8,15.2,72.4,Karma,2,1.4,5.5,14.3,56.5,0.0028881982935616
TTV White Lotus,Karma,392,2.1,4.3,13.3,53.6,Sona,111,2.4,4.9,13.9,50.5,Xerath,43,3.9,4.7,10.5,50.0,0.0028871741836742
messi sup acc,Pyke,100,5.6,6.3,10.1,55.1,Nami,113,1.1,5.3,17.0,42.9,Annie,3034,4.2,5.6,16.6,76.0,0.0028685593982274
Bailando Alistar,Pyke,531,6.1,6.5,10.5,55.6,Karma,54,2.9,5.9,11.3,55.0,Nautilus,2364,2.0,6.3,14.4,61.5,0.0028684774572976
Parlak Pasif Gay,Karma,87,2.6,4.6,12.8,58.8,Renata Glasc,42,1.8,5.1,15.4,50.0,Soraka,85,1.5,4.5,14.5,58.8,0.0028664741538093
舒華寶,Lux,118,4.0,4.4,12.1,59.1,Ahri,98,5.3,4.0,8.1,57.1,Karma,6,2.2,3.9,13.5,63.6,0.0028659023246662
la cariñosaa,Nami,168,1.5,4.9,14.9,60.8,Rakan,978,2.0,5.3,16.4,63.4,Lulu,8,1.2,3.9,12.4,48.1,0.0028654368280414
PsYcraw,Ashe,392,2.5,4.9,13.8,55.3,Karma,107,1.8,3.8,13.7,69.0,Heimerdinger,376,3.0,4.6,11.3,58.3,0.0028629288054087
jiazzzzz,Lulu,150,0.8,3.2,13.1,48.7,Lux,367,3.7,3.0,12.6,73.5,Nami,105,1.9,3.0,16.2,76.5,0.0028549782126072
Hoketo,Karma,248,2.2,5.9,13.6,59.0,Nautilus,46,1.6,7.2,13.4,60.0,Ashe,632,2.6,5.5,12.5,66.7,0.0028548765160905
Try again later,Karma,59,2.2,3.8,12.6,52.0,Zyra,1961,3.3,5.2,10.8,50.0,Annie,17,2.7,3.4,12.8,67.6,0.0028542836233852
insung,Blitzcrank,288,1.5,6.3,15.5,62.5,Ashe,223,2.7,6.4,13.5,57.9,Lee Sin,830,5.1,5.2,10.8,50.0,0.0028436054420654
LFL SUPPKING,Ashe,495,2.9,4.7,13.2,63.0,Rakan,10,1.9,3.2,14.0,53.7,Nautilus,276,1.5,4.1,12.0,33.3,0.0028432633151252
Enchanters xd,Karma,252,2.6,4.6,12.5,54.8,Thresh,92,2.0,5.0,16.2,59.5,Nautilus,47,1.7,6.0,12.5,50.0,0.0028390514541421
tuna6666,Zilean,38,1.2,3.7,14.6,60.0,Alistar,728,0.7,6.0,14.2,47.6,Rakan,2,1.7,2.8,18.2,100.0,0.0028341008551337
RED Stoneses,Karma,334,2.8,5.4,13.9,53.3,Ashe,341,2.8,6.7,13.5,54.5,Lulu,703,1.5,4.1,15.1,57.9,0.002830149569509
Davion,Jhin,41,4.5,3.7,8.5,36.4,Ornn,311,2.7,4.4,12.7,63.6,Tahm Kench,12,1.5,3.2,10.7,50.0,0.0028183415550312
SmashSCY,Anivia,23,5.4,4.8,9.4,55.6,Pyke,163,6.6,4.4,9.7,76.0,Nautilus,7,1.8,4.9,16.3,73.3,0.0028164721720518
winplease123,Ashe,502,3.1,5.5,14.0,54.3,Lux,122,3.5,5.9,12.3,48.7,Rakan,322,1.5,4.0,12.8,41.9,0.0028119142245931
Morgenstern,Leona,39,1.6,5.2,15.2,66.3,Karma,227,2.3,6.3,14.6,46.2,Thresh,1,1.5,5.8,17.8,46.2,0.00280010939283
eustachian,Ashe,160,2.7,4.0,12.7,67.3,Heimerdinger,3,4.2,3.9,10.8,70.0,Nautilus,66,2.1,3.5,12.0,61.9,0.0027980514066243
RLPKVNCVLLR,Ashe,92,3.4,5.5,10.7,40.0,Annie,192,3.2,5.8,14.3,57.1,Akali,224,11.1,4.9,4.7,53.3,0.0027951703806453
bae lú lú,Pyke,90,5.8,4.9,10.3,67.0,Thresh,1103,1.8,4.0,17.1,58.6,Zeri,2,11.1,5.9,7.7,77.8,0.0027950422305206
SIGMA MENTALlTY,Ashe,524,2.4,5.4,12.9,55.1,Pyke,69,5.0,5.7,9.0,51.2,Karma,318,2.1,4.7,11.9,57.6,0.0027900157279816
Billy,Thresh,482,1.7,5.7,16.0,60.6,Nautilus,35,2.1,6.7,14.9,59.3,Ashe,519,3.1,6.5,12.1,42.3,0.0027731593217794
Farketmez1256,Nautilus,152,2.6,6.4,16.8,54.5,Pyke,2,7.6,5.5,9.2,52.9,Thresh,10,2.4,5.9,16.3,57.1,0.0027680753035421
Farketmez1256,Nautilus,159,2.6,6.3,16.7,55.6,Pyke,2,7.6,5.6,9.2,53.8,Thresh,9,2.5,5.8,16.4,56.9,0.0027680753035421
Farketmez1256,Nautilus,159,2.6,6.3,16.7,55.6,Pyke,2,7.6,5.6,9.2,53.8,Thresh,9,2.5,5.8,16.4,56.9,0.0027677051662692
Farketmez1256,Nautilus,152,2.6,6.4,16.8,54.5,Pyke,2,7.6,5.5,9.2,52.9,Thresh,10,2.4,5.9,16.3,57.1,0.0027677051662692
Carrry,Ashe,452,2.9,4.1,11.5,55.4,Karma,54,2.3,4.6,14.1,56.3,Nami,679,1.4,2.8,16.0,70.8,0.0027663608099315
TSK Milfhunter,Ashe,99,2.5,4.8,12.6,54.3,Nautilus,25,1.3,5.6,11.8,52.6,Blitzcrank,25,1.8,4.6,13.1,55.3,0.0027657677953811
天竺葵,Lulu,60,1.1,2.9,13.2,53.6,Annie,14,2.6,3.6,13.1,63.0,Nami,10,1.9,3.9,15.8,61.1,0.0027648258917867
天竺葵,Lulu,48,1.1,2.9,13.2,53.6,Annie,15,2.6,3.6,13.1,63.0,Nami,10,1.9,3.9,15.8,61.1,0.0027648258917867
天竺葵,Lulu,60,1.1,2.9,13.2,53.6,Annie,14,2.6,3.6,13.1,63.0,Nami,10,1.9,3.9,15.8,61.1,0.0027645883808747
天竺葵,Lulu,48,1.1,2.9,13.2,53.6,Annie,15,2.6,3.6,13.1,63.0,Nami,10,1.9,3.9,15.8,61.1,0.0027645883808747
ayekasia,Rakan,179,1.7,3.5,16.3,68.6,Nami,191,1.5,4.1,13.7,50.0,Nautilus,3339,2.0,4.4,11.7,47.8,0.00275932071593
megx ª,Nautilus,423,1.6,4.9,13.7,67.1,Karma,5,2.2,4.4,14.4,52.5,Rakan,431,1.4,5.1,12.9,43.2,0.0027581353927171
bulecha,Nautilus,254,1.3,5.0,13.5,66.7,Heimerdinger,92,2.9,3.9,10.4,70.0,Lulu,356,1.9,3.2,13.7,73.7,0.0027553221553721
do better,Shaco,81,4.1,4.5,6.1,61.4,Ashe,2,2.3,5.6,13.7,66.7,Maokai,2,2.6,6.8,12.5,57.1,0.0027403408599037
Wekin Poof,Pyke,480,6.7,5.8,8.3,67.7,Nami,76,1.9,3.8,13.6,65.0,Senna,548,3.2,5.6,12.5,50.0,0.0027360875462693
Juppiterx,Poppy,559,4.2,5.1,5.9,62.5,Nautilus,82,3.0,5.9,13.7,60.7,Karma,425,2.3,4.3,13.1,54.5,0.0027345292029874
Chalis,Karma,339,2.2,3.0,12.4,62.2,Nautilus,482,2.0,4.5,12.7,45.2,Blitzcrank,865,2.1,3.3,13.1,82.8,0.0027316607186179
Omiss,Soraka,56,1.8,5.6,14.8,65.1,Nami,2080,2.6,6.2,15.9,58.1,Lulu,6,3.1,4.4,14.7,50.0,0.00272946052989
4th June,Karma,468,2.0,3.4,12.9,51.5,Rakan,166,1.8,3.4,16.5,61.8,Ashe,294,2.5,4.6,11.0,50.0,0.0027282821337851
sweetie today,Evelynn,21,9.8,4.5,8.7,81.0,Lux,2,4.3,4.4,11.2,76.2,Karma,14,1.8,5.7,13.9,52.6,0.0027257134298178
藍雙布偶,Lulu,145,1.3,2.8,13.0,50.0,Annie,1160,3.0,2.9,10.6,76.7,Gwen,158,6.1,3.1,3.6,75.0,0.0027255263738378
라면이 맛있다,Ashe,170,4.0,5.0,13.3,73.3,Rakan,181,2.1,3.7,18.0,88.2,Thresh,165,1.9,3.9,14.9,75.0,0.0027220621152892
xxiixxiixx,Karma,122,2.4,5.4,13.0,60.3,Lulu,12,1.9,4.7,14.4,61.0,Nami,72,1.3,5.4,16.8,50.0,0.0027127072213682
Billy Butcher,Pyke,322,5.7,9.0,9.3,41.4,Thresh,1594,2.0,6.8,15.6,53.8,Rakan,1393,2.4,7.1,18.1,50.0,0.0027124616972277
69Chaz420,Senna,132,4.3,5.8,13.2,57.6,Thresh,2,1.9,5.9,13.8,55.0,Lulu,15,1.6,4.9,13.1,46.7,0.0027069075289138
Narcissisticc,Lux,34,7.2,4.4,12.8,72.2,Evelynn,29,12.6,4.4,7.4,58.1,Karma,5,2.7,5.1,16.0,68.4,0.0027027279398754
HadiHadi,Ashe,194,2.4,5.6,15.6,61.9,Renekton,21,4.9,5.0,4.1,54.8,Gragas,22,4.4,3.3,5.5,55.3,0.0026994023013523
High Mental,Amumu,91,2.1,5.3,12.9,56.5,Samira,25,10.2,4.7,6.2,53.3,Alistar,3,1.3,4.8,14.7,56.1,0.002694837143571
Tarmi,Lulu,126,1.6,6.6,16.6,57.5,Annie,3,3.1,6.2,15.1,66.3,Karma,1,2.5,6.2,17.4,65.5,0.002690819503356
TOURO REPRODÜTOR,Morgana,221,2.7,5.6,13.4,64.1,Karma,13,3.3,4.8,12.4,54.8,Ashe,227,2.6,5.2,12.9,70.4,0.0026834713751379
bIessIess,Lux,173,3.4,4.7,12.9,68.2,Heimerdinger,601,4.8,5.1,10.4,66.7,Thresh,275,1.6,4.8,14.6,47.6,0.0026676733102301
hyne chan,Nami,184,1.6,6.5,15.9,40.9,Yuumi,159,1.5,5.1,16.9,45.6,Lulu,72,1.4,5.1,11.9,50.0,0.0026571107090077
Marilamilk,Sona,44,3.3,3.6,16.4,58.3,Zyra,7,3.5,6.4,10.2,50.0,Lulu,19,2.4,4.1,15.8,66.7,0.0026559667895327
Aikawa Kizuna,Syndra,135,6.1,4.7,6.2,58.4,Lux,287,3.2,7.1,12.0,47.3,Ahri,2,7.1,4.5,7.6,55.6,0.0026548463905465
SNDR,Soraka,35,0.9,4.7,14.2,59.6,Tahm Kench,2141,2.7,3.8,7.9,51.9,Lulu,3,2.1,5.2,13.3,47.4,0.0026480985833736
Giguiron,Rakan,337,2.0,4.6,16.1,63.2,Annie,6,2.8,3.6,12.2,56.3,Thresh,19,1.4,4.8,14.2,50.0,0.0026413575450546
Chtholly Nota,Karma,285,1.5,4.4,11.9,50.5,Lulu,173,1.2,3.7,13.2,56.8,Thresh,29,1.1,5.2,13.6,59.2,0.0026373882762366
LickMyHeaI,Ashe,425,2.4,6.0,14.0,63.3,Annie,15,2.3,7.6,13.8,51.4,Renata Glasc,304,1.7,4.5,14.9,66.7,0.0026314719218739
Cinqe,Thresh,243,1.6,4.4,13.5,53.6,Blitzcrank,101,1.8,4.7,11.8,55.3,Nautilus,33,2.1,5.8,10.8,58.3,0.0026262943275052
Dadadada Tenshi,Pyke,640,6.7,5.8,8.8,66.7,Jhin,71,5.3,5.9,10.8,63.4,Ashe,117,2.6,6.6,13.3,54.3,0.0026249125115308
Rhÿ,Lux,133,8.0,4.7,10.3,60.1,Neeko,823,9.0,4.5,7.5,61.5,Nami,7,3.5,4.9,15.4,47.6,0.0026067713786021
MILO J,Karma,492,1.9,4.6,13.6,55.6,Ashe,125,2.8,5.9,12.8,52.9,Lux,175,2.6,4.6,10.6,52.4,0.00260619987278
ehxc9,Karma,399,2.2,4.2,11.2,56.4,Rell,59,1.7,5.7,14.1,68.9,Lulu,1,2.0,5.1,12.4,48.7,0.0026038489578922
ben dan xiao you,Pyke,395,6.8,6.7,9.1,57.5,Lulu,181,2.6,4.8,14.9,57.1,Rakan,619,2.0,4.4,15.1,60.0,0.0026017440442365
pure empathy,Karma,493,2.5,4.8,14.2,56.1,Janna,59,1.4,4.2,17.4,55.6,Bardo,236,2.3,6.1,17.4,53.3,0.0025961281225031
LiL TommyG,Bardo,405,2.7,4.8,15.7,54.8,Rakan,36,1.8,5.0,18.6,66.7,Nautilus,11,1.9,7.5,17.5,48.8,0.0025918944311246
vaggut,Renata Glasc,28,1.8,5.1,16.5,60.0,Karma,2574,2.1,4.6,13.5,57.1,Nami,8,1.4,5.9,14.3,30.0,0.0025914233626477
UpDMP,Karma,311,2.9,5.4,13.7,59.3,Ezreal,9,6.4,4.9,6.6,48.9,Varus,58,6.1,5.4,7.3,46.9,0.0025870956711967
40yo glinomes,Karma,479,1.8,5.1,13.2,60.0,Nautilus,52,1.8,5.4,13.6,57.5,Lulu,171,1.2,4.6,15.9,63.6,0.0025836449194562
LNG Hang,Karma,360,2.9,4.9,12.5,57.6,Ashe,157,2.5,5.5,13.5,57.7,Rakan,279,2.5,4.9,13.8,60.0,0.0025797465551439
braydon,Heimerdinger,414,4.9,6.4,11.0,66.7,Nautilus,214,1.8,6.7,16.0,64.3,Blitzcrank,687,1.4,5.6,14.3,53.8,0.0025776693853388
mac 10,Bardo,355,2.2,3.6,13.2,56.6,Renata Glasc,14,2.1,4.3,13.8,59.3,Pyke,269,4.3,5.2,7.8,57.1,0.0025763354891356
MOO5257,Annie,224,2.8,4.1,13.0,63.6,Ashe,241,3.7,5.0,15.7,66.7,Rakan,309,2.1,2.2,15.6,68.4,0.0025712710321561
PI Blade40,Rakan,310,1.5,4.7,15.5,62.1,Rell,30,1.3,4.8,13.6,65.9,Alistar,16,1.4,5.6,14.2,51.4,0.002564866338567
선제공격 카르마,Karma,259,2.1,5.8,12.5,53.3,Blitzcrank,72,1.8,7.1,12.0,48.6,Nautilus,894,1.4,7.4,12.1,50.0,0.0025581101266424
pet,Seraphine,273,3.7,3.8,11.2,52.2,Lux,1240,4.6,3.6,9.7,59.5,Sona,17,2.2,5.0,15.8,57.1,0.002543632134914
ofnir,Nami,391,2.1,5.1,15.1,51.4,Rakan,316,1.5,6.0,16.9,54.5,Yuumi,312,1.9,3.5,17.9,78.9,0.0025392826204172
Pisces Babe,Soraka,51,0.9,5.5,16.1,53.3,Sona,1949,1.6,5.3,16.4,64.1,Lux,11,6.0,5.6,10.9,52.9,0.0025373350839936
DKB Sinnlos,Swain,403,3.8,5.5,13.2,58.6,Karma,11,2.7,4.3,13.1,61.8,Renata Glasc,14,2.2,5.0,14.6,61.0,0.0025287834532793
Babygirl Laura,Karma,354,2.4,5.0,12.6,53.9,Yuumi,112,1.4,3.8,17.1,55.4,Ashe,2,2.5,5.8,13.6,58.1,0.002527305024733
L9 frantisekhrom,Lulu,599,1.7,4.1,15.0,62.5,Nautilus,18,1.7,5.8,13.8,65.2,Karma,26,2.2,5.6,13.4,41.4,0.0025015855392223
Xixauxas,Pyke,710,4.8,6.9,10.2,57.7,Karma,39,2.5,5.1,13.5,57.1,Rakan,52,1.5,5.1,15.2,51.3,0.0024993700033574
Lelouch fans,Bel'Veth,219,3.9,6.1,9.9,59.2,Twitch,14,8.1,8.3,10.1,72.0,Yuumi,143,0.9,3.7,10.8,54.2,0.0024924873830187
solukmavinokta,Nautilus,861,1.4,4.9,12.7,58.9,Ashe,30,3.0,5.5,12.7,65.4,Lux,792,4.2,5.4,11.6,57.1,0.0024911835986321
