nombre_invocador,region,liga,lps,ranking_mundial,winrate_total,kills_player_kda,deaths_player_kda,assists_player_kda,score
TARDE SETT TUTE,TR,Challenger,526,2406,55.6,8.1,6.7,5.4,0.0002572142170382
P1K1T1T0,BR,GrandMaster,695,3210,56.4,6.7,5.5,7.3,0.0002571877751889
Lawas,LAS,Challenger,788,1160,57.5,8.4,5.0,7.0,0.0002500258166908
Ta Pewnie Tak XD,EUNE,GrandMaster,552,4437,55.9,7.6,5.6,5.0,0.0002448765859629
Ta Pewnie Tak XD,EUNE,GrandMaster,552,4437,55.9,7.6,5.6,5.0,0.0002345741476753
Quý Không Béo,VN,Challenger,728,1403,58.1,7.2,5.8,7.0,0.0002303668867551
TusRo,EUW,GrandMaster,647,3500,58.9,4.3,5.1,10.9,0.0001974581619519
TusRo,EUW,GrandMaster,647,3500,58.9,4.3,5.1,10.9,0.0001945486939896
Srimakonda,EUW,GrandMaster,651,3486,51.8,4.7,5.0,5.2,0.0001846474881183
RANGED TOP LANER,EUW,GrandMaster,608,3852,52.3,4.7,4.5,5.4,0.0001786641034309
하루카,KR,Challenger,710,1476,53.8,3.8,4.1,7.5,0.0001743946610537
CMNZ,EUW,Challenger,813,1061,52.1,6.1,6.8,5.7,0.0001664410918946
love Yue Ying,EUW,Challenger,826,1016,55.3,6.8,5.9,6.9,0.0001501484435701
UTC Jpeeid,VN,Challenger,612,1958,57.1,6.1,5.0,7.3,0.0001313189022889
RISE Zecas,BR,Challenger,1344,59,53.3,4.9,4.1,5.9,0.0001249872415549
NautiIus Bot,EUW,GrandMaster,588,4077,60.6,5.5,5.5,10.2,0.0001226772482972
NautiIus Bot,EUW,GrandMaster,588,4077,60.6,5.5,5.5,10.2,0.0001164371633001
dọn nhà đi em,VN,Challenger,573,2177,55.0,7.2,5.7,6.5,0.0001161245697446
H0rnlime,EUW,Challenger,974,510,53.5,5.2,7.1,4.8,8.924018043076886e-05
maces,EUW,GrandMaster,536,4613,51.8,4.8,5.1,6.2,7.325973851196961e-05
Lithosphere,EUW,GrandMaster,776,2873,53.2,4.7,3.9,5.0,7.095385309162307e-05
Chin Chin NPC,TR,Challenger,600,2042,61.9,7.8,4.0,5.3,5.2748236857641374e-05
6Słodk9iBartuś,EUNE,Challenger,611,1960,63.8,8.7,6.2,5.6,4.3859012098397406e-05
GaoGe,EUW,Challenger,847,944,54.2,4.9,4.0,5.3,4.3698717563759626e-05
WestW SeMi GoD,TR,Challenger,594,2083,55.9,5.2,6.5,9.4,4.132068526838582e-05
LAEsports Gaming,VN,Challenger,502,2590,57.9,6.2,5.7,6.9,3.1758646190189604e-05
Objectif Cafard,EUW,GrandMaster,666,3379,53.8,5.7,5.4,4.6,2.819775709940928e-05
Zackary911,EUW,GrandMaster,850,2690,53.1,6.1,6.1,6.9,2.7329412915376213e-05
Ringed Knight,KR,Challenger,831,1009,57.6,4.9,3.4,5.8,2.4261288196061955e-05
EZDOGS,EUNE,Challenger,990,483,56.8,5.5,5.6,7.7,2.088005289275997e-05
25 ping,EUW,GrandMaster,619,3737,55.9,5.3,4.3,5.7,1.5158192922811743e-05
CZADPLANK,EUW,GrandMaster,684,3293,54.3,5.5,4.8,6.4,1.250475535326397e-05
